"Measure","Academic_Year","Time","Time_type","Ethnicity","Ethnicity_Type","Geography","Geography_type","ONS_Geography_code","Gender","FSM","Value","Denominator","Lower confidence interval","Upper confidence interval"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Buckinghamshire","Local authority","E10000002","Boys","All Pupils","0.02","2660","-0.02","0.07"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Buckinghamshire","Local authority","E10000002","Girls","All Pupils","0.44","2512","0.39","0.48"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Buckinghamshire","Local authority","E10000002","All Pupils","All Pupils","0.46","924","0.38","0.55"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Buckinghamshire","Local authority","E10000002","Boys","All Pupils","0.28","472","0.16","0.39"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Buckinghamshire","Local authority","E10000002","Girls","All Pupils","0.66","452","0.55","0.78"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Buckinghamshire","Local authority","E10000002","All Pupils","All Pupils","0.34","155","0.14","0.54"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Buckinghamshire","Local authority","E10000002","Boys","All Pupils","0","76","-0.28","0.29"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Buckinghamshire","Local authority","E10000002","Girls","All Pupils","0.67","79","0.39","0.95"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Buckinghamshire","Local authority","E10000002","All Pupils","All Pupils","0.78","16","0.16","1.4"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Buckinghamshire","Local authority","E10000002","Boys","All Pupils","0.95","6","-0.06","1.96"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Buckinghamshire","Local authority","E10000002","Girls","All Pupils","0.67","10","-0.11","1.45"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Buckinghamshire","Local authority","E10000002","All Pupils","All Pupils","0.1","298","-0.05","0.24"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Buckinghamshire","Local authority","E10000002","Boys","All Pupils","0.07","154","-0.13","0.27"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Buckinghamshire","Local authority","E10000002","Girls","All Pupils","0.13","144","-0.08","0.34"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Buckinghamshire","Local authority","E10000002","All Pupils","All Pupils","0.16","3698","0.12","0.2"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Buckinghamshire","Local authority","E10000002","Boys","All Pupils","-0.05","1911","-0.1","0.01"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Buckinghamshire","Local authority","E10000002","Girls","All Pupils","0.39","1787","0.33","0.44"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","East Sussex","Local authority","E10000011","All Pupils","All Pupils","-0.03","4486","-0.06","0.01"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","East Sussex","Local authority","E10000011","Boys","All Pupils","-0.3","2313","-0.35","-0.25"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","East Sussex","Local authority","E10000011","Girls","All Pupils","0.27","2173","0.21","0.32"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","East Sussex","Local authority","E10000011","All Pupils","All Pupils","0.78","73","0.49","1.07"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","East Sussex","Local authority","E10000011","Boys","All Pupils","0.57","28","0.1","1.04"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","East Sussex","Local authority","E10000011","Girls","All Pupils","0.9","45","0.53","1.27"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","East Sussex","Local authority","E10000011","All Pupils","All Pupils","0.68","18","0.09","1.26"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","East Sussex","Local authority","E10000011","Boys","All Pupils","0.65","11","-0.09","1.4"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","East Sussex","Local authority","E10000011","Girls","All Pupils","0.71","7","-0.22","1.65"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","East Sussex","Local authority","E10000011","All Pupils","All Pupils","0.84","12","0.13","1.55"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","East Sussex","Local authority","E10000011","Boys","All Pupils","1.4","3","-0.02","2.83"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","East Sussex","Local authority","E10000011","Girls","All Pupils","0.65","9","-0.17","1.48"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","East Sussex","Local authority","E10000011","All Pupils","All Pupils","0.05","168","-0.14","0.24"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","East Sussex","Local authority","E10000011","Boys","All Pupils","-0.28","76","-0.56","0.01"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","East Sussex","Local authority","E10000011","Girls","All Pupils","0.31","92","0.06","0.57"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","East Sussex","Local authority","E10000011","All Pupils","All Pupils","-0.05","4141","-0.09","-0.01"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","East Sussex","Local authority","E10000011","Boys","All Pupils","-0.32","2157","-0.38","-0.27"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","East Sussex","Local authority","E10000011","Girls","All Pupils","0.25","1984","0.19","0.3"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Hampshire","Local authority","E10000014","All Pupils","All Pupils","-0.09","12069","-0.11","-0.07"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Hampshire","Local authority","E10000014","Boys","All Pupils","-0.31","6199","-0.34","-0.28"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Hampshire","Local authority","E10000014","Girls","All Pupils","0.15","5870","0.11","0.18"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Hampshire","Local authority","E10000014","All Pupils","All Pupils","0.54","278","0.39","0.69"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Hampshire","Local authority","E10000014","Boys","All Pupils","0.38","150","0.18","0.59"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Hampshire","Local authority","E10000014","Girls","All Pupils","0.73","128","0.51","0.94"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Hampshire","Local authority","E10000014","All Pupils","All Pupils","0.23","98","-0.02","0.48"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Hampshire","Local authority","E10000014","Boys","All Pupils","0.03","53","-0.31","0.37"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Hampshire","Local authority","E10000014","Girls","All Pupils","0.47","45","0.11","0.84"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Hampshire","Local authority","E10000014","All Pupils","All Pupils","1.11","25","0.62","1.61"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Hampshire","Local authority","E10000014","Boys","All Pupils","0.96","12","0.25","1.67"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Hampshire","Local authority","E10000014","Girls","All Pupils","1.26","13","0.57","1.94"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Hampshire","Local authority","E10000014","All Pupils","All Pupils","0.06","307","-0.08","0.2"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Hampshire","Local authority","E10000014","Boys","All Pupils","-0.14","149","-0.34","0.06"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Hampshire","Local authority","E10000014","Girls","All Pupils","0.26","158","0.06","0.45"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Hampshire","Local authority","E10000014","All Pupils","All Pupils","-0.12","11217","-0.14","-0.09"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Hampshire","Local authority","E10000014","Boys","All Pupils","-0.34","5760","-0.37","-0.31"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Hampshire","Local authority","E10000014","Girls","All Pupils","0.12","5457","0.09","0.16"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Kent","Local authority","E10000016","All Pupils","All Pupils","-0.08","14634","-0.1","-0.06"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Kent","Local authority","E10000016","Boys","All Pupils","-0.3","7469","-0.33","-0.27"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Kent","Local authority","E10000016","Girls","All Pupils","0.15","7165","0.12","0.18"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Kent","Local authority","E10000016","All Pupils","All Pupils","0.7","535","0.6","0.81"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Kent","Local authority","E10000016","Boys","All Pupils","0.64","288","0.49","0.79"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Kent","Local authority","E10000016","Girls","All Pupils","0.78","247","0.62","0.94"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Kent","Local authority","E10000016","All Pupils","All Pupils","0.45","318","0.31","0.59"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Kent","Local authority","E10000016","Boys","All Pupils","0.34","168","0.15","0.53"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Kent","Local authority","E10000016","Girls","All Pupils","0.57","150","0.37","0.77"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Kent","Local authority","E10000016","All Pupils","All Pupils","1.24","44","0.87","1.61"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Kent","Local authority","E10000016","Boys","All Pupils","0.99","22","0.46","1.52"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Kent","Local authority","E10000016","Girls","All Pupils","1.49","22","0.96","2.01"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Kent","Local authority","E10000016","All Pupils","All Pupils","0.15","637","0.05","0.25"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Kent","Local authority","E10000016","Boys","All Pupils","0.01","308","-0.13","0.15"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Kent","Local authority","E10000016","Girls","All Pupils","0.28","329","0.15","0.42"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Kent","Local authority","E10000016","All Pupils","All Pupils","-0.15","12863","-0.17","-0.12"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Kent","Local authority","E10000016","Boys","All Pupils","-0.38","6563","-0.41","-0.35"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Kent","Local authority","E10000016","Girls","All Pupils","0.09","6300","0.06","0.13"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Oxfordshire","Local authority","E10000025","All Pupils","All Pupils","-0.01","5499","-0.04","0.03"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Oxfordshire","Local authority","E10000025","Boys","All Pupils","-0.22","2804","-0.26","-0.17"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Oxfordshire","Local authority","E10000025","Girls","All Pupils","0.21","2695","0.16","0.26"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Oxfordshire","Local authority","E10000025","All Pupils","All Pupils","0.17","261","0.02","0.32"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Oxfordshire","Local authority","E10000025","Boys","All Pupils","0.01","147","-0.2","0.21"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Oxfordshire","Local authority","E10000025","Girls","All Pupils","0.38","114","0.15","0.61"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Oxfordshire","Local authority","E10000025","All Pupils","All Pupils","0.27","108","0.03","0.5"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Oxfordshire","Local authority","E10000025","Boys","All Pupils","0.16","54","-0.18","0.5"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Oxfordshire","Local authority","E10000025","Girls","All Pupils","0.37","54","0.04","0.71"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Oxfordshire","Local authority","E10000025","All Pupils","All Pupils","1.24","15","0.6","1.88"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Oxfordshire","Local authority","E10000025","Boys","All Pupils","0.92","3","-0.51","2.35"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Oxfordshire","Local authority","E10000025","Girls","All Pupils","1.32","12","0.6","2.03"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Oxfordshire","Local authority","E10000025","All Pupils","All Pupils","-0.14","300","-0.28","0"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Oxfordshire","Local authority","E10000025","Boys","All Pupils","-0.39","152","-0.59","-0.19"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Oxfordshire","Local authority","E10000025","Girls","All Pupils","0.11","148","-0.09","0.32"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Oxfordshire","Local authority","E10000025","All Pupils","All Pupils","-0.02","4687","-0.05","0.02"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Oxfordshire","Local authority","E10000025","Boys","All Pupils","-0.23","2358","-0.28","-0.18"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Oxfordshire","Local authority","E10000025","Girls","All Pupils","0.2","2329","0.15","0.25"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Surrey","Local authority","E10000030","All Pupils","All Pupils","0.17","9281","0.15","0.2"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Surrey","Local authority","E10000030","Boys","All Pupils","-0.04","4768","-0.07","0"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Surrey","Local authority","E10000030","Girls","All Pupils","0.39","4513","0.36","0.43"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Surrey","Local authority","E10000030","All Pupils","All Pupils","0.59","542","0.48","0.69"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Surrey","Local authority","E10000030","Boys","All Pupils","0.38","296","0.24","0.52"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Surrey","Local authority","E10000030","Girls","All Pupils","0.84","246","0.68","1"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Surrey","Local authority","E10000030","All Pupils","All Pupils","0.08","164","-0.11","0.28"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Surrey","Local authority","E10000030","Boys","All Pupils","-0.28","83","-0.55","-0.01"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Surrey","Local authority","E10000030","Girls","All Pupils","0.46","81","0.18","0.73"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Surrey","Local authority","E10000030","All Pupils","All Pupils","0.92","23","0.41","1.44"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Surrey","Local authority","E10000030","Boys","All Pupils","1.45","9","0.62","2.27"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Surrey","Local authority","E10000030","Girls","All Pupils","0.58","14","-0.08","1.25"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Surrey","Local authority","E10000030","All Pupils","All Pupils","0.26","453","0.14","0.37"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Surrey","Local authority","E10000030","Boys","All Pupils","-0.02","231","-0.18","0.14"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Surrey","Local authority","E10000030","Girls","All Pupils","0.54","222","0.38","0.71"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Surrey","Local authority","E10000030","All Pupils","All Pupils","0.13","7960","0.11","0.16"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Surrey","Local authority","E10000030","Boys","All Pupils","-0.07","4082","-0.11","-0.03"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Surrey","Local authority","E10000030","Girls","All Pupils","0.35","3878","0.31","0.39"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","West Sussex","Local authority","E10000032","All Pupils","All Pupils","0.05","7227","0.02","0.08"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","West Sussex","Local authority","E10000032","Boys","All Pupils","-0.2","3694","-0.24","-0.16"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","West Sussex","Local authority","E10000032","Girls","All Pupils","0.31","3533","0.27","0.35"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","West Sussex","Local authority","E10000032","All Pupils","All Pupils","0.69","298","0.55","0.84"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","West Sussex","Local authority","E10000032","Boys","All Pupils","0.48","156","0.28","0.68"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","West Sussex","Local authority","E10000032","Girls","All Pupils","0.93","142","0.72","1.14"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","West Sussex","Local authority","E10000032","All Pupils","All Pupils","0.25","88","-0.01","0.51"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","West Sussex","Local authority","E10000032","Boys","All Pupils","0.04","41","-0.35","0.43"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","West Sussex","Local authority","E10000032","Girls","All Pupils","0.43","47","0.07","0.79"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","West Sussex","Local authority","E10000032","All Pupils","All Pupils","1.75","16","1.13","2.37"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","West Sussex","Local authority","E10000032","Boys","All Pupils","1.78","4","0.54","3.02"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","West Sussex","Local authority","E10000032","Girls","All Pupils","1.74","12","1.03","2.46"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","West Sussex","Local authority","E10000032","All Pupils","All Pupils","0.15","263","0","0.3"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","West Sussex","Local authority","E10000032","Boys","All Pupils","-0.13","135","-0.35","0.08"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","West Sussex","Local authority","E10000032","Girls","All Pupils","0.45","128","0.23","0.67"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","West Sussex","Local authority","E10000032","All Pupils","All Pupils","0.01","6486","-0.02","0.04"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","West Sussex","Local authority","E10000032","Boys","All Pupils","-0.24","3323","-0.29","-0.2"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","West Sussex","Local authority","E10000032","Girls","All Pupils","0.27","3163","0.23","0.32"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","South West","Region","E12000009","All Pupils","All Pupils","-0.07","47294","-0.08","-0.06"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","South West","Region","E12000009","Boys","All Pupils","-0.3","24090","-0.32","-0.29"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","South West","Region","E12000009","Girls","All Pupils","0.18","23204","0.16","0.19"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","South West","Region","E12000009","All Pupils","All Pupils","0.65","930","0.57","0.73"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","South West","Region","E12000009","Boys","All Pupils","0.46","459","0.34","0.57"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","South West","Region","E12000009","Girls","All Pupils","0.84","471","0.72","0.95"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","South West","Region","E12000009","All Pupils","All Pupils","0.1","526","0","0.21"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","South West","Region","E12000009","Boys","All Pupils","-0.1","263","-0.26","0.05"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","South West","Region","E12000009","Girls","All Pupils","0.31","263","0.16","0.46"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","South West","Region","E12000009","All Pupils","All Pupils","0.98","102","0.73","1.22"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","South West","Region","E12000009","Boys","All Pupils","0.87","42","0.49","1.25"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","South West","Region","E12000009","Girls","All Pupils","1.05","60","0.73","1.37"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","South West","Region","E12000009","All Pupils","All Pupils","-0.01","1400","-0.07","0.06"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","South West","Region","E12000009","Boys","All Pupils","-0.21","717","-0.3","-0.12"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","South West","Region","E12000009","Girls","All Pupils","0.21","683","0.12","0.3"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","South West","Region","E12000009","All Pupils","All Pupils","-0.09","43422","-0.1","-0.07"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","South West","Region","E12000009","Boys","All Pupils","-0.32","22171","-0.34","-0.31"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","South West","Region","E12000009","Girls","All Pupils","0.16","21251","0.15","0.18"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Bath and North East Somerset","Local authority","E06000022","All Pupils","All Pupils","-0.03","1996","-0.08","0.03"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Bath and North East Somerset","Local authority","E06000022","Boys","All Pupils","-0.33","987","-0.41","-0.25"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Bath and North East Somerset","Local authority","E06000022","Girls","All Pupils","0.27","1009","0.19","0.35"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Bath and North East Somerset","Local authority","E06000022","All Pupils","All Pupils","0.91","21","0.37","1.45"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Bath and North East Somerset","Local authority","E06000022","Boys","All Pupils","0.42","10","-0.36","1.21"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Bath and North East Somerset","Local authority","E06000022","Girls","All Pupils","1.35","11","0.61","2.1"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Bath and North East Somerset","Local authority","E06000022","All Pupils","All Pupils","-0.07","20","-0.63","0.48"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Bath and North East Somerset","Local authority","E06000022","Boys","All Pupils","-0.06","10","-0.84","0.72"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Bath and North East Somerset","Local authority","E06000022","Girls","All Pupils","-0.09","10","-0.87","0.69"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Bath and North East Somerset","Local authority","E06000022","All Pupils","All Pupils","0.43","4","-0.81","1.67"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Bath and North East Somerset","Local authority","E06000022","Boys","All Pupils","0.22","2","-1.53","1.97"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Bath and North East Somerset","Local authority","E06000022","Girls","All Pupils","0.64","2","-1.11","2.39"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Bath and North East Somerset","Local authority","E06000022","All Pupils","All Pupils","-0.07","90","-0.33","0.19"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Bath and North East Somerset","Local authority","E06000022","Boys","All Pupils","-0.32","42","-0.7","0.06"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Bath and North East Somerset","Local authority","E06000022","Girls","All Pupils","0.15","48","-0.21","0.51"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Bath and North East Somerset","Local authority","E06000022","All Pupils","All Pupils","-0.02","1806","-0.08","0.04"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Bath and North East Somerset","Local authority","E06000022","Boys","All Pupils","-0.34","894","-0.42","-0.26"
