"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography code","Gender","Age","Socio-economic classification","Household income","Value","Value_type","Sample size","Standard error","Lower CI","Upper CI"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Dorset","ONS geography code","E23000039","All","16+","All","All","79.7","%","55","5.421191239","69.09966837","90.35073803"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Gloucestershire","ONS geography code","E23000037","All","16+","All","All","72.0","%","81","4.991111035","62.17633086","81.74148611"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Wiltshire","ONS geography code","E23000038","All","16+","All","All","76.6","%","62","5.373393379","66.11119503","87.17489707"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Wales","ONS geography code","W92000004","All","16+","All","All","79.8","%","217","2.725546099","74.45714887","85.14128958"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Dyfed-Powys","ONS geography code","W15000004","All","16+","All","All","?","%","20","?","?","?"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Gwent","ONS geography code","W15000002","All","16+","All","All","66.6","%","55","6.360034709","54.1249232","79.05625926"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","North Wales","ONS geography code","W15000001","All","16+","All","All","?","%","30","?","?","?"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","South Wales","ONS geography code","W15000003","All","16+","All","All","81.2","%","112","3.693186253","73.94407506","88.42136517"
"Confidence in police - Crime Survey England and Wales","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16-24","All","All","77.4","%","6273","0.53","76.4","78.47"
"Confidence in police - Crime Survey England and Wales","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","25-34","All","All","77.5","%","12544","0.37","76.74","78.2"
"Confidence in police - Crime Survey England and Wales","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","35-44","All","All","77.0","%","13929","0.36","76.35","77.75"
"Confidence in police - Crime Survey England and Wales","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","45-54","All","All","75.8","%","16024","0.34","75.11","76.44"
"Confidence in police - Crime Survey England and Wales","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","55-64","All","All","75.9","%","15390","0.34","75.24","76.59"
"Confidence in police - Crime Survey England and Wales","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","65-74","All","All","78.4","%","15912","0.33","77.72","79"
"Confidence in police - Crime Survey England and Wales","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","75+","All","All","84.6","%","12565","0.32","83.93","85.19"
"Confidence in police - Crime Survey England and Wales","Mixed","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16-24","All","All","67.9","%","211","3.21","61.6","74.2"
"Confidence in police - Crime Survey England and Wales","Mixed","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","25-34","All","All","72.5","%","272","2.71","67.2","77.81"
"Confidence in police - Crime Survey England and Wales","Mixed","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","35-44","All","All","64.6","%","222","3.21","58.33","70.91"
"Confidence in police - Crime Survey England and Wales","Mixed","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","45-54","All","All","69.6","%","151","3.74","62.23","76.91"
"Confidence in police - Crime Survey England and Wales","Mixed","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","55-64","All","All","70.7","%","90","4.8","61.26","80.07"
"Confidence in police - Crime Survey England and Wales","Mixed","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","65-74","All","All","85.6","%","54","4.77","76.27","94.98"
"Confidence in police - Crime Survey England and Wales","Mixed","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","75+","All","All","?","%","32","?","?","?"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16-24","All","All","76.8","%","578","1.76","73.35","80.23"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","25-34","All","All","78.3","%","1348","1.12","76.1","80.5"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","35-44","All","All","78.9","%","1523","1.05","76.83","80.93"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","45-54","All","All","78.1","%","814","1.45","75.23","80.92"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","55-64","All","All","82.1","%","539","1.65","78.89","85.36"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","65-74","All","All","87.0","%","352","1.79","83.45","90.48"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","75+","All","All","83.9","%","169","2.83","78.34","89.42"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16-24","All","All","61.1","%","263","3.01","55.23","67.01"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","25-34","All","All","71.6","%","536","1.95","67.73","75.37"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","35-44","All","All","77.4","%","709","1.57","74.37","80.53"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","45-54","All","All","69.1","%","639","1.83","65.48","72.64"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","55-64","All","All","75.3","%","336","2.35","70.72","79.94"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","65-74","All","All","78.1","%","163","3.24","71.72","84.42"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","75+","All","All","77.3","%","129","3.69","70.08","84.53"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16-24","All","All","68.5","%","102","4.6","59.44","77.47"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","25-34","All","All","82.7","%","186","2.77","77.31","88.17"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","35-44","All","All","81.1","%","225","2.61","76.03","86.25"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","45-54","All","All","73.7","%","128","3.89","66.08","81.33"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","55-64","All","All","76.6","%","87","4.54","67.75","85.53"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","65-74","All","All","87.1","%","62","4.26","78.75","95.44"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","75+","All","All","?","%","27","?","?","?"
"Confidence in police - Crime Survey England and Wales","Mixed","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","Women","16+","All","All","68.4","%","598","1.9","64.68","72.14"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","Men ","16+","All","All","70.5","%","1161","1.34","67.86","73.1"
"Confidence in police - Crime Survey England and Wales","Mixed","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","Men ","16+","All","All","71.4","%","434","2.17","67.11","75.62"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","Women","16+","All","All","72.4","%","1614","1.11","70.18","74.55"
"Confidence in police - Crime Survey England and Wales","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","Men ","16+","All","All","76.8","%","42237","0.21","76.44","77.24"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","Men ","16+","All","All","77.2","%","425","2.04","73.16","81.15"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","Women","16+","All","All","78.2","%","392","2.09","74.12","82.29"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","Men ","16+","All","All","78.4","%","2635","0.8","76.85","79.99"
"Confidence in police - Crime Survey England and Wales","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","Women","16+","All","All","78.6","%","50400","0.18","78.22","78.93"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","Women","16+","All","All","79.7","%","2688","0.78","78.18","81.22"
"Confidence in police - Crime Survey England and Wales","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Managerial and professional occupations","All","80.4","%","32406","0.22","79.94","80.8"
"Confidence in police - Crime Survey England and Wales","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Intermediate occupations","All","77.5","%","21928","0.28","76.99","78.09"
"Confidence in police - Crime Survey England and Wales","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Routine and manual occupations","All","75.1","%","32520","0.24","74.61","75.55"
"Confidence in police - Crime Survey England and Wales","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Never worked and long-term unemployed","All","71.1","%","2810","0.86","69.41","72.77"
"Confidence in police - Crime Survey England and Wales","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Full time students","All","82.9","%","2361","0.77","81.39","84.43"
"Confidence in police - Crime Survey England and Wales","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Not classified","All","71.3","%","612","1.83","67.68","74.85"
"Confidence in police - Crime Survey England and Wales","Mixed","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Managerial and professional occupations","All","67.2","%","364","2.46","62.39","72.04"
"Confidence in police - Crime Survey England and Wales","Mixed","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Intermediate occupations","All","71.5","%","211","3.11","65.44","77.62"
"Confidence in police - Crime Survey England and Wales","Mixed","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Routine and manual occupations","All","67.5","%","297","2.72","62.17","72.82"
"Confidence in police - Crime Survey England and Wales","Mixed","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Never worked and long-term unemployed","All","68.6","%","52","6.43","56.04","81.26"
"Confidence in police - Crime Survey England and Wales","Mixed","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Full time students","All","77.6","%","102","4.13","69.51","85.69"
"Confidence in police - Crime Survey England and Wales","Mixed","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Not classified","All","?","%","6","?","?","?"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Managerial and professional occupations","All","78.0","%","1733","1","76.02","79.92"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Intermediate occupations","All","77.6","%","1069","1.28","75.08","80.08"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Routine and manual occupations","All","80.1","%","1445","1.05","78.04","82.16"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Never worked and long-term unemployed","All","82.5","%","594","1.56","79.44","85.55"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Full time students","All","78.9","%","430","1.97","74.99","82.71"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Not classified","All","70.5","%","52","6.32","58.14","82.93"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Managerial and professional occupations","All","69.8","%","810","1.61","66.63","72.95"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Intermediate occupations","All","70.4","%","484","2.08","66.29","74.42"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Routine and manual occupations","All","75.0","%","1018","1.36","72.35","77.67"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Never worked and long-term unemployed","All","75.6","%","208","2.98","69.8","81.46"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Full time students","All","64.6","%","221","3.22","58.33","70.94"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Not classified","All","73.1","%","34","7.61","58.19","88"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Managerial and professional occupations","All","?","%","220","?","?","?"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Intermediate occupations","All","74.1","%","147","3.61","67.07","81.22"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Routine and manual occupations","All","84.1","%","221","2.46","79.33","88.96"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Never worked and long-term unemployed","All","81.6","%","106","3.76","74.23","88.98"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Full time students","All","71.9","%","116","4.17","63.68","80.05"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Not classified","All","?","%","7","?","?","?"
"Confidence in police - Crime Survey England and Wales","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","Less than £10,000","75.1","%","9735","0.44","74.21","75.93"
"Confidence in police - Crime Survey England and Wales","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£10,000 to less than £20,000","76.1","%","18310","0.32","75.48","76.72"
"Confidence in police - Crime Survey England and Wales","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£20,000 to less than £30,000","77.3","%","14038","0.35","76.58","77.97"
"Confidence in police - Crime Survey England and Wales","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£30,000 to less than £40,000","78.2","%","10746","0.4","77.46","79.02"
"Confidence in police - Crime Survey England and Wales","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£40,000 to less than £50,000","79.4","%","7613","0.46","78.48","80.3"
"Confidence in police - Crime Survey England and Wales","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£50,000 or more","81.2","%","17005","0.3","80.59","81.76"
"Confidence in police - Crime Survey England and Wales","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","No income stated/Not enough information provided ","75.2","%","15188","0.35","74.56","75.93"
"Confidence in police - Crime Survey England and Wales","Mixed","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","Less than £10,000","55.0","%","141","4.19","46.77","63.19"
"Confidence in police - Crime Survey England and Wales","Mixed","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£10,000 to less than £20,000","69.1","%","192","3.33","62.57","75.64"
"Confidence in police - Crime Survey England and Wales","Mixed","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£20,000 to less than £30,000","71.5","%","141","3.8","64.05","78.95"
"Confidence in police - Crime Survey England and Wales","Mixed","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£30,000 to less than £40,000","61.3","%","105","4.75","51.94","70.58"
"Confidence in police - Crime Survey England and Wales","Mixed","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£40,000 to less than £50,000","84.7","%","74","4.18","76.53","92.92"
"Confidence in police - Crime Survey England and Wales","Mixed","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£50,000 or more","80.2","%","193","2.87","74.6","85.84"
"Confidence in police - Crime Survey England and Wales","Mixed","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","No income stated/Not enough information provided ","64.7","%","186","3.5","57.83","71.57"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","Less than £10,000","82.6","%","455","1.78","79.13","86.1"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£10,000 to less than £20,000","79.5","%","909","1.34","76.91","82.15"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£20,000 to less than £30,000","78.8","%","665","1.58","75.73","81.94"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£30,000 to less than £40,000","78.6","%","517","1.8","75.06","82.13"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£40,000 to less than £50,000","80.8","%","392","1.99","76.9","84.69"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£50,000 or more","79.7","%","958","1.3","77.2","82.29"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","No income stated/Not enough information provided ","77.3","%","1427","1.11","75.14","79.49"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","Less than £10,000","75.8","%","409","2.12","71.6","79.91"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£10,000 to less than £20,000","74.0","%","602","1.79","70.5","77.51"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£20,000 to less than £30,000","69.0","%","415","2.27","64.54","73.44"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£30,000 to less than £40,000","68.3","%","287","2.75","62.93","73.7"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£40,000 to less than £50,000","66.7","%","176","3.55","59.72","73.65"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£50,000 or more","76.9","%","280","2.52","71.99","81.86"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","No income stated/Not enough information provided ","69.2","%","606","1.88","65.51","72.86"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","Less than £10,000","86.7","%","125","3.04","80.72","92.64"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£10,000 to less than £20,000","79.2","%","178","3.04","73.23","85.16"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£20,000 to less than £30,000","73.2","%","101","4.41","64.59","81.86"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£30,000 to less than £40,000","67.9","%","78","5.29","57.5","78.22"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£40,000 to less than £50,000","80.1","%","50","5.65","68.98","91.13"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£50,000 or more","82.0","%","106","3.73","74.72","89.34"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","No income stated/Not enough information provided ","74.6","%","179","3.25","68.26","81.01"
"Confidence in police - Crime Survey England and Wales","All","All","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","78.5","%","34922","0.219928353","77.95861179","78.99315476"
"Confidence in police - Crime Survey England and Wales","Asian Other","ONS 2011 18 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","84.4","%","329","1.999609829","79.71367835","89.11984298"
"Confidence in police - Crime Survey England and Wales","Black Other","ONS 2011 18 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","62.5","%","61","6.199435905","47.892365","77.0545115"
"Confidence in police - Crime Survey England and Wales","Any Other","ONS 2011 18 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","80.9","%","155","3.158915626","73.4456911","88.30523021"
"Confidence in police - Crime Survey England and Wales","Mixed Other","ONS 2011 18 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","71.7","%","90","4.747598623","60.54603295","82.87873687"
