"Ethnicity","Geography","%","Pupils"
"Mixed","Thurrock","41.4","70"
"Mixed","Torbay","45.5","33"
"Mixed","Tower Hamlets","29.7","111"
"Mixed","Trafford","50.8","185"
"Mixed","Wakefield","38.0","79"
"Mixed","Walsall","30.0","180"
"Mixed","Waltham Forest","48.1","237"
"Mixed","Wandsworth","66.5","224"
"Mixed","Warrington","38.2","68"
"Mixed","Warwickshire","44.4","205"
"Mixed","West Berkshire","45.6","68"
"Mixed","West Sussex","34.3","286"
"Mixed","Westminster","45.1","133"
"Mixed","Wigan","12.7","55"
"Mixed","Wiltshire","40.5","121"
"Mixed","Windsor and Maidenhead","52.9","121"
"Mixed","Wirral","61.2","85"
"Mixed","Wokingham","47.2","89"
"Mixed","Wolverhampton","20.8","269"
"Mixed","Worcestershire","43.7","167"
"Mixed","York","50.0","40"
"White","All - England","36.1","395,716"
"White","Barking and Dagenham","34.6","921"
"White","Barnet","59.7","1,914"
"White","Barnsley","27.2","1,940"
"White","Bath and North East Somerset","52.7","1,868"
"White","Bedford","33.7","1,281"
"White","Bexley","34.9","1,901"
"White","Birmingham","36.4","3,992"
"White","Blackburn with Darwen","16.8","913"
"White","Blackpool","15.1","1,078"
"White","Bolton","25.6","2,238"
"White","Bournemouth","43.0","1,328"
"White","Bracknell Forest","32.8","911"
"White","Bradford","33.3","2,715"
"White","Brent","61.5","494"
"White","Brighton and Hove","34.0","1,775"
"White","Bristol, City of","33.9","2,167"
"White","Bromley","54.1","2,270"
"White","Buckinghamshire","39.4","4,015"
"White","Bury","47.4","1,618"
"White","Calderdale","30.6","1,909"
"White","Cambridgeshire","36.5","4,858"
"White","Camden","53.7","546"
"White","Central Bedfordshire","33.1","2,301"
"White","Cheshire East","31.6","3,328"
"White","Cheshire West and Chester","44.0","3,161"
"White","City of London","N/A","0"
"White","Cornwall","30.5","4,940"
"White","County Durham","34.0","4,434"
"White","Coventry","32.5","2,105"
"White","Croydon","46.1","1,268"
"White","Cumbria","33.7","4,407"
"White","Darlington","43.9","1,008"
"White","Derby","37.5","1,925"
"White","Derbyshire","31.9","6,739"
"White","Devon","37.5","6,179"
"White","Doncaster","18.5","2,677"
"White","Dorset","41.1","3,827"
"White","Dudley","33.6","2,643"
"White","Ealing","65.4","837"
"White","East Riding of Yorkshire","31.7","3,032"
"White","East Sussex","28.4","4,274"
"White","Enfield","50.1","1,619"
"White","Essex","31.2","12,382"
"White","Gateshead","36.9","1,729"
"White","Gloucestershire","33.7","5,417"
"White","Greenwich","45.5","1,011"
"White","Hackney","55.8","713"
"White","Halton","44.8","1,281"
"White","Hammersmith and Fulham","72.3","567"
"White","Hampshire","34.2","11,536"
"White","Haringey","48.6","1,021"
"White","Harrow","49.7","507"
"White","Hartlepool","26.1","966"
"White","Havering","48.4","2,025"
"White","Herefordshire, County of","39.9","1,580"
"White","Hertfordshire","44.7","9,820"
"White","Hillingdon","36.5","1,410"
"White","Hounslow","56.4","915"
"White","Isle of Wight","23.4","1,042"
"White","Isles of Scilly","53.8","13"
"White","Islington","41.7","484"
"White","Kensington and Chelsea","28.1","260"
"White","Kent","38.9","13,479"
"White","Kingston upon Hull, City of","50.1","2,036"
"White","Kingston upon Thames","56.1","841"
"White","Kirklees","39.2","2,861"
"White","Knowsley","31.2","900"
"White","Lambeth","57.8","540"
"White","Lancashire","28.9","9,797"
"White","Leeds","35.7","5,344"
"White","Leicester","16.0","1,108"
"White","Leicestershire","32.4","5,877"
"White","Lewisham","46.8","596"
"White","Lincolnshire","40.0","6,878"
"White","Liverpool","33.4","3,748"
"White","Luton","21.0","863"
"White","Manchester","27.0","2,081"
"White","Medway","38.8","2,424"
"White","Merton","49.5","677"
"White","Middlesbrough","21.4","1,021"
"White","Milton Keynes","41.6","1,892"
"White","Newcastle upon Tyne","36.7","1,906"
"White","Newham","48.1","657"
"White","Norfolk","33.3","6,995"
"White","North East Lincolnshire","35.6","1,360"
"White","North Lincolnshire","30.2","1,526"
"White","North Somerset","31.8","1,970"
"White","North Tyneside","36.9","1,782"
"White","North Yorkshire","39.2","5,654"
"White","Northamptonshire","37.8","6,196"
"White","Northumberland","29.6","2,933"
"White","Nottingham","23.0","1,441"
"White","Nottinghamshire","35.4","6,792"
"White","Oldham","26.7","1,781"
"White","Oxfordshire","35.2","4,944"
"White","Peterborough","34.0","1,679"
"White","Plymouth","39.9","2,339"
"White","Poole","39.1","1,188"
"White","Portsmouth","44.1","1,437"
"White","Reading","34.6","621"
"White","Redbridge","32.4","797"
"White","Redcar and Cleveland","22.5","1,459"
"White","Richmond upon Thames","54.4","1,110"
"White","Rochdale","17.5","1,430"
"White","Rotherham","24.8","2,739"
"White","Rutland","26.4","439"
"White","Salford","30.1","1,786"
"White","Sandwell","19.9","1,896"
"White","Sefton","34.1","2,662"
"White","Sheffield","33.1","3,683"
"White","Shropshire","37.2","2,695"
"White","Slough","37.1","429"
"White","Solihull","36.3","2,204"
"White","Somerset","31.9","4,421"
"White","South Gloucestershire","29.6","2,251"
"White","South Tyneside","24.7","1,324"
"White","Southampton","33.8","1,511"
"White","Southend-on-Sea","39.8","1,565"
"White","Southwark","62.9","645"
"White","St. Helens","38.6","1,634"
"White","Staffordshire","33.6","7,642"
"White","Stockport","39.7","2,239"
"White","Stockton-on-Tees","38.1","1,739"
"White","Stoke-on-Trent","25.7","1,636"
"White","Suffolk","30.8","6,206"
"White","Sunderland","40.4","2,446"
"White","Surrey","44.7","8,356"
"White","Sutton","44.7","1,519"
"White","Swindon","32.3","1,605"
"White","Tameside","32.8","2,053"
"White","Telford and Wrekin","43.8","1,654"
"White","Thurrock","39.2","1,271"
"White","Torbay","28.5","1,267"
"White","Tower Hamlets","26.4","299"
"White","Trafford","51.6","2,079"
"White","Wakefield","27.2","3,123"
"White","Walsall","30.4","2,142"
"White","Waltham Forest","49.3","840"
"White","Wandsworth","54.3","565"
"White","Warrington","32.8","2,184"
"White","Warwickshire","36.5","4,809"
"White","West Berkshire","47.2","1,562"
"White","West Sussex","36.4","6,736"
"White","Westminster","62.0","371"
"White","Wigan","24.0","3,070"
"White","Wiltshire","32.9","4,241"
"White","Windsor and Maidenhead","47.6","1,090"
"White","Wirral","48.7","3,035"
"White","Wokingham","50.6","1,253"
"White","Wolverhampton","21.4","1,454"
"White","Worcestershire","42.2","4,830"
"White","York","51.5","1,521"
