"Ethnicity","Geography","All","Boys","Girls"
"Chinese","Stockton-on-Tees","40.0","0.0","66.7"
"Chinese","Stoke-on-Trent","60.0","66.7","50.0"
"Chinese","Suffolk","66.7","50.0","100.0"
"Chinese","Sunderland","50.0","33.3","100.0"
"Chinese","Surrey","54.8","46.2","61.1"
"Chinese","Sutton","80.0","78.9","81.0"
"Chinese","Swindon","100.0","100.0","100.0"
"Chinese","Tameside","57.1","50.0","60.0"
"Chinese","Telford and Wrekin","90.9","100.0","83.3"
"Chinese","Thurrock","66.7","60.0","71.4"
"Chinese","Torbay","85.7","100.0","80.0"
"Chinese","Tower Hamlets","25.0","0.0","33.3"
"Chinese","Trafford","75.6","61.1","87.0"
"Chinese","Wakefield","50.0","57.1","33.3"
"Chinese","Walsall","50.0","50.0","50.0"
"Chinese","Waltham Forest","69.2","100.0","33.3"
"Chinese","Wandsworth","85.7","66.7","100.0"
"Chinese","Warrington","60.0","66.7","57.1"
"Chinese","Warwickshire","55.6","66.7","44.4"
"Chinese","West Berkshire","66.7","66.7","N/A"
"Chinese","West Sussex","45.5","50.0","42.9"
"Chinese","Westminster","73.3","60.0","80.0"
"Chinese","Wigan","25.0","28.6","0.0"
"Chinese","Wiltshire","58.3","50.0","62.5"
"Chinese","Windsor and Maidenhead","80.0","N/A","80.0"
"Chinese","Wirral","75.0","88.9","57.1"
"Chinese","Wokingham","57.1","66.7","40.0"
"Chinese","Wolverhampton","42.9","40.0","50.0"
"Chinese","Worcestershire","61.5","33.3","70.0"
"Chinese","York","66.7","50.0","100.0"
"Mixed","All - England","42.0","36.4","47.7"
"Mixed","Barking and Dagenham","32.3","28.1","35.7"
"Mixed","Barnet","61.4","60.6","62.2"
"Mixed","Barnsley","42.9","43.8","42.1"
"Mixed","Bath and North East Somerset","51.1","37.8","63.3"
"Mixed","Bedford","21.7","13.8","32.3"
"Mixed","Bexley","36.1","28.7","43.0"
"Mixed","Birmingham","36.6","31.1","42.1"
"Mixed","Blackburn with Darwen","42.2","33.3","50.0"
"Mixed","Blackpool","4.3","0.0","8.3"
"Mixed","Bolton","36.7","33.3","40.0"
"Mixed","Bournemouth","51.4","46.3","57.6"
"Mixed","Bracknell Forest","46.3","50.0","41.2"
"Mixed","Bradford","29.9","24.6","36.0"
"Mixed","Brent","61.8","53.6","71.6"
"Mixed","Brighton and Hove","41.9","35.1","48.9"
"Mixed","Bristol, City of","39.5","28.5","50.4"
"Mixed","Bromley","50.2","44.4","55.2"
"Mixed","Buckinghamshire","42.2","39.9","44.7"
"Mixed","Bury","49.5","45.3","54.5"
"Mixed","Calderdale","42.5","47.5","36.4"
"Mixed","Cambridgeshire","49.8","45.8","54.1"
"Mixed","Camden","45.3","51.5","41.6"
"Mixed","Central Bedfordshire","31.6","24.1","38.3"
"Mixed","Cheshire East","32.9","28.0","40.0"
"Mixed","Cheshire West and Chester","44.1","34.5","53.3"
"Mixed","City of London","N/A","N/A","N/A"
"Mixed","Cornwall","36.6","28.9","45.9"
"Mixed","County Durham","46.9","38.1","53.6"
"Mixed","Coventry","37.0","31.0","43.5"
"Mixed","Croydon","49.9","45.9","53.4"
"Mixed","Cumbria","42.4","33.3","50.0"
"Mixed","Darlington","56.3","61.5","52.6"
"Mixed","Derby","32.2","27.3","40.6"
"Mixed","Derbyshire","33.9","27.9","40.0"
"Mixed","Devon","33.9","28.8","40.0"
"Mixed","Doncaster","20.6","17.1","25.9"
"Mixed","Dorset","58.2","57.7","59.3"
"Mixed","Dudley","42.5","38.5","47.1"
"Mixed","Ealing","64.4","52.8","75.0"
"Mixed","East Riding of Yorkshire","32.8","21.9","46.2"
"Mixed","East Sussex","31.1","21.3","38.8"
"Mixed","Enfield","52.1","44.3","60.6"
"Mixed","Essex","37.7","30.2","45.4"
"Mixed","Gateshead","60.0","57.1","61.5"
"Mixed","Gloucestershire","38.5","36.3","40.7"
"Mixed","Greenwich","51.1","42.9","60.2"
"Mixed","Hackney","50.0","49.4","50.6"
"Mixed","Halton","80.6","83.3","76.9"
"Mixed","Hammersmith and Fulham","68.3","59.6","75.4"
"Mixed","Hampshire","45.5","39.6","51.2"
"Mixed","Haringey","44.6","35.8","53.1"
"Mixed","Harrow","62.9","55.3","70.7"
"Mixed","Hartlepool","17.6","22.2","12.5"
"Mixed","Havering","49.0","51.9","45.3"
"Mixed","Herefordshire, County of","51.4","53.8","50.0"
"Mixed","Hertfordshire","50.9","47.9","54.1"
"Mixed","Hillingdon","44.8","38.9","51.6"
"Mixed","Hounslow","60.8","61.1","60.4"
"Mixed","Isle of Wight","46.7","50.0","42.9"
"Mixed","Isles of Scilly","0.0","0.0","N/A"
"Mixed","Islington","39.8","42.2","36.1"
"Mixed","Kensington and Chelsea","22.7","22.6","22.8"
"Mixed","Kent","49.2","40.1","58.0"
"Mixed","Kingston upon Hull, City of","58.2","63.0","53.6"
"Mixed","Kingston upon Thames","58.2","56.3","60.0"
"Mixed","Kirklees","29.9","26.3","33.9"
"Mixed","Knowsley","41.7","37.5","50.0"
"Mixed","Lambeth","49.2","45.0","55.1"
"Mixed","Lancashire","32.9","26.7","39.8"
"Mixed","Leeds","41.2","34.2","48.1"
"Mixed","Leicester","21.4","16.4","26.5"
"Mixed","Leicestershire","37.3","33.1","41.7"
"Mixed","Lewisham","44.4","40.7","47.8"
"Mixed","Lincolnshire","53.1","49.3","56.2"
"Mixed","Liverpool","33.8","32.7","34.7"
"Mixed","Luton","26.2","23.3","28.9"
"Mixed","Manchester","34.4","22.8","46.7"
"Mixed","Medway","41.9","37.7","46.3"
"Mixed","Merton","40.3","31.3","51.5"
"Mixed","Middlesbrough","20.5","18.8","21.4"
"Mixed","Milton Keynes","42.2","36.7","49.4"
"Mixed","Newcastle upon Tyne","71.4","68.4","74.4"
"Mixed","Newham","60.5","50.5","69.7"
"Mixed","Norfolk","38.1","37.0","39.5"
"Mixed","North East Lincolnshire","47.8","53.8","40.0"
"Mixed","North Lincolnshire","36.0","0.0","50.0"
"Mixed","North Somerset","42.6","32.1","53.8"
"Mixed","North Tyneside","46.7","30.8","58.8"
"Mixed","North Yorkshire","50.9","43.6","58.2"
"Mixed","Northamptonshire","36.0","31.6","39.9"
"Mixed","Northumberland","35.9","36.0","35.7"
"Mixed","Nottingham","26.7","18.9","36.1"
"Mixed","Nottinghamshire","35.0","27.6","42.0"
"Mixed","Oldham","25.2","25.0","25.5"
"Mixed","Oxfordshire","31.5","24.1","39.2"
"Mixed","Peterborough","36.2","28.4","46.4"
"Mixed","Plymouth","29.8","34.8","25.0"
"Mixed","Poole","49.1","52.9","42.1"
"Mixed","Portsmouth","36.1","33.3","42.1"
"Mixed","Reading","36.3","25.6","44.2"
"Mixed","Redbridge","35.1","26.3","44.2"
"Mixed","Redcar and Cleveland","37.5","44.4","28.6"
"Mixed","Richmond upon Thames","53.8","45.1","62.2"
"Mixed","Rochdale","25.7","18.4","33.3"
"Mixed","Rotherham","22.1","22.2","21.9"
"Mixed","Rutland","50.0","57.1","33.3"
"Mixed","Salford","38.4","27.7","48.1"
"Mixed","Sandwell","18.7","14.8","22.2"
"Mixed","Sefton","38.3","31.3","46.4"
"Mixed","Sheffield","31.0","25.2","36.4"
"Mixed","Shropshire","34.5","30.3","40.0"
"Mixed","Slough","46.6","43.5","49.3"
"Mixed","Solihull","30.7","29.8","31.6"
"Mixed","Somerset","32.1","20.5","45.0"
"Mixed","South Gloucestershire","33.3","22.4","44.0"
"Mixed","South Tyneside","60.0","46.2","75.0"
"Mixed","Southampton","34.0","28.6","38.9"
"Mixed","Southend-on-Sea","34.9","21.1","46.7"
"Mixed","Southwark","65.8","58.1","73.3"
"Mixed","St. Helens","41.4","34.8","66.7"
"Mixed","Staffordshire","31.4","27.5","35.0"
"Mixed","Stockport","43.5","38.6","49.0"
"Mixed","Stockton-on-Tees","39.0","34.8","44.4"
"Mixed","Stoke-on-Trent","35.0","26.1","47.1"
"Mixed","Suffolk","31.2","22.6","40.0"
"Mixed","Sunderland","45.5","37.5","52.9"
"Mixed","Surrey","49.7","41.0","58.6"
"Mixed","Sutton","56.7","44.0","68.9"
"Mixed","Swindon","32.6","22.0","45.2"
"Mixed","Tameside","26.1","19.0","32.6"
"Mixed","Telford and Wrekin","37.5","35.0","40.0"
"Mixed","Thurrock","41.4","35.3","47.2"
"Mixed","Torbay","45.5","45.0","46.2"
"Mixed","Tower Hamlets","29.7","25.0","36.2"
"Mixed","Trafford","50.8","45.5","57.0"
"Mixed","Wakefield","38.0","37.1","38.6"
"Mixed","Walsall","30.0","33.8","27.2"
"Mixed","Waltham Forest","48.1","41.9","54.2"
"Mixed","Wandsworth","66.5","58.7","73.3"
"Mixed","Warrington","38.2","38.9","37.5"
"Mixed","Warwickshire","44.4","41.2","47.2"
"Mixed","West Berkshire","45.6","42.1","50.0"
"Mixed","West Sussex","34.3","25.0","44.2"
"Mixed","Westminster","45.1","29.4","54.9"
"Mixed","Wigan","12.7","6.9","19.2"
"Mixed","Wiltshire","40.5","42.2","39.5"
"Mixed","Windsor and Maidenhead","52.9","40.3","68.5"
"Mixed","Wirral","61.2","57.5","64.4"
"Mixed","Wokingham","47.2","38.1","55.3"
"Mixed","Wolverhampton","20.8","15.6","25.2"
"Mixed","Worcestershire","43.7","41.5","46.6"
"Mixed","York","50.0","52.9","47.8"
"White","All - England","36.1","30.7","41.7"
"White","Barking and Dagenham","34.6","28.6","41.2"
"White","Barnet","59.7","54.9","64.7"
"White","Barnsley","27.2","19.9","34.6"
"White","Bath and North East Somerset","52.7","38.8","66.4"
"White","Bedford","33.7","29.2","38.5"
"White","Bexley","34.9","31.9","38.0"
"White","Birmingham","36.4","30.5","42.7"
"White","Blackburn with Darwen","16.8","15.9","17.7"
"White","Blackpool","15.1","11.6","19.2"
"White","Bolton","25.6","18.3","33.6"
"White","Bournemouth","43.0","36.2","49.8"
"White","Bracknell Forest","32.8","25.8","39.8"
"White","Bradford","33.3","28.5","38.5"
"White","Brent","61.5","55.2","69.0"
"White","Brighton and Hove","34.0","31.8","36.2"
"White","Bristol, City of","33.9","25.8","41.5"
"White","Bromley","54.1","45.7","63.0"
"White","Buckinghamshire","39.4","34.5","44.6"
"White","Bury","47.4","42.5","52.6"
"White","Calderdale","30.6","26.7","34.5"
"White","Cambridgeshire","36.5","31.4","41.9"
"White","Camden","53.7","45.6","59.4"
"White","Central Bedfordshire","33.1","28.5","37.9"
"White","Cheshire East","31.6","24.6","38.7"
"White","Cheshire West and Chester","44.0","38.2","50.2"
"White","City of London","N/A","N/A","N/A"
"White","Cornwall","30.5","24.7","36.4"
"White","County Durham","34.0","28.3","39.9"
"White","Coventry","32.5","25.2","40.0"
"White","Croydon","46.1","39.6","51.8"
"White","Cumbria","33.7","27.7","39.9"
"White","Darlington","43.9","40.5","47.9"
"White","Derby","37.5","32.5","43.0"
"White","Derbyshire","31.9","25.3","38.5"
"White","Devon","37.5","31.1","44.7"
"White","Doncaster","18.5","15.6","21.4"
"White","Dorset","41.1","38.5","44.0"
"White","Dudley","33.6","26.9","40.7"
"White","Ealing","65.4","60.7","70.0"
"White","East Riding of Yorkshire","31.7","23.8","39.6"
"White","East Sussex","28.4","22.2","35.2"
"White","Enfield","50.1","46.4","54.0"
"White","Essex","31.2","26.2","36.5"
"White","Gateshead","36.9","31.5","42.5"
"White","Gloucestershire","33.7","29.9","37.7"
"White","Greenwich","45.5","44.1","46.9"
"White","Hackney","55.8","55.2","56.3"
"White","Halton","44.8","41.4","48.3"
"White","Hammersmith and Fulham","72.3","65.6","79.1"
"White","Hampshire","34.2","30.0","38.7"
"White","Haringey","48.6","44.4","52.7"
"White","Harrow","49.7","45.2","53.8"
"White","Hartlepool","26.1","16.3","36.0"
"White","Havering","48.4","45.0","52.1"
"White","Herefordshire, County of","39.9","33.3","47.2"
"White","Hertfordshire","44.7","39.8","49.7"
"White","Hillingdon","36.5","30.8","42.5"
"White","Hounslow","56.4","55.6","57.2"
"White","Isle of Wight","23.4","21.3","25.6"
"White","Isles of Scilly","53.8","28.6","83.3"
"White","Islington","41.7","46.3","37.2"
"White","Kensington and Chelsea","28.1","30.1","24.5"
"White","Kent","38.9","31.9","46.3"
"White","Kingston upon Hull, City of","50.1","44.4","56.8"
"White","Kingston upon Thames","56.1","55.0","57.2"
"White","Kirklees","39.2","31.1","47.4"
"White","Knowsley","31.2","27.3","35.2"
"White","Lambeth","57.8","47.3","68.8"
"White","Lancashire","28.9","25.0","33.0"
"White","Leeds","35.7","31.1","40.5"
"White","Leicester","16.0","11.4","20.8"
"White","Leicestershire","32.4","27.1","38.0"
"White","Lewisham","46.8","38.8","54.6"
"White","Lincolnshire","40.0","33.7","46.7"
"White","Liverpool","33.4","28.9","37.8"
"White","Luton","21.0","19.5","22.7"
"White","Manchester","27.0","23.3","30.7"
"White","Medway","38.8","31.6","46.0"
"White","Merton","49.5","45.3","53.8"
"White","Middlesbrough","21.4","17.5","25.8"
"White","Milton Keynes","41.6","35.1","48.4"
"White","Newcastle upon Tyne","36.7","36.3","37.0"
"White","Newham","48.1","42.8","53.1"
"White","Norfolk","33.3","28.2","38.5"
"White","North East Lincolnshire","35.6","28.2","43.4"
"White","North Lincolnshire","30.2","25.5","35.5"
"White","North Somerset","31.8","26.5","37.0"
"White","North Tyneside","36.9","28.6","45.3"
"White","North Yorkshire","39.2","32.5","46.3"
"White","Northamptonshire","37.8","33.9","42.1"
"White","Northumberland","29.6","24.4","35.0"
"White","Nottingham","23.0","15.8","30.2"
"White","Nottinghamshire","35.4","29.6","41.5"
"White","Oldham","26.7","21.6","32.2"
"White","Oxfordshire","35.2","30.1","40.4"
"White","Peterborough","34.0","27.4","41.4"
"White","Plymouth","39.9","33.1","47.0"
"White","Poole","39.1","36.0","42.5"
"White","Portsmouth","44.1","42.8","45.6"
"White","Reading","34.6","31.1","39.1"
"White","Redbridge","32.4","28.3","37.0"
"White","Redcar and Cleveland","22.5","17.0","28.4"
"White","Richmond upon Thames","54.4","52.1","56.6"
"White","Rochdale","17.5","13.4","21.9"
"White","Rotherham","24.8","20.7","28.8"
"White","Rutland","26.4","21.2","31.8"
"White","Salford","30.1","23.2","36.7"
"White","Sandwell","19.9","17.8","22.1"
"White","Sefton","34.1","29.3","39.2"
"White","Sheffield","33.1","29.4","37.1"
"White","Shropshire","37.2","33.0","41.6"
"White","Slough","37.1","28.6","44.3"
"White","Solihull","36.3","31.5","41.2"
"White","Somerset","31.9","26.5","37.7"
"White","South Gloucestershire","29.6","25.3","34.1"
"White","South Tyneside","24.7","20.7","28.5"
"White","Southampton","33.8","30.5","37.2"
"White","Southend-on-Sea","39.8","33.3","46.4"
"White","Southwark","62.9","54.5","72.4"
"White","St. Helens","38.6","33.1","44.6"
"White","Staffordshire","33.6","28.1","39.6"
"White","Stockport","39.7","34.7","44.8"
"White","Stockton-on-Tees","38.1","31.6","45.4"
"White","Stoke-on-Trent","25.7","19.7","31.7"
"White","Suffolk","30.8","26.2","35.4"
"White","Sunderland","40.4","32.6","48.4"
"White","Surrey","44.7","38.7","51.1"
"White","Sutton","44.7","37.8","52.1"
"White","Swindon","32.3","27.7","37.5"
"White","Tameside","32.8","22.7","43.5"
"White","Telford and Wrekin","43.8","40.0","47.5"
"White","Thurrock","39.2","34.9","43.3"
"White","Torbay","28.5","23.2","34.3"
"White","Tower Hamlets","26.4","25.9","27.0"
"White","Trafford","51.6","43.5","60.0"
"White","Wakefield","27.2","22.0","32.7"
"White","Walsall","30.4","25.8","35.2"
"White","Waltham Forest","49.3","43.0","55.4"
"White","Wandsworth","54.3","49.2","60.3"
"White","Warrington","32.8","26.4","39.9"
"White","Warwickshire","36.5","30.5","42.7"
"White","West Berkshire","47.2","42.1","52.0"
"White","West Sussex","36.4","29.5","43.5"
"White","Westminster","62.0","49.3","70.6"
"White","Wigan","24.0","17.6","30.2"
"White","Wiltshire","32.9","27.9","37.9"
"White","Windsor and Maidenhead","47.6","40.7","55.0"
"White","Wirral","48.7","45.9","51.3"
"White","Wokingham","50.6","42.7","58.2"
"White","Wolverhampton","21.4","15.0","27.4"
"White","Worcestershire","42.2","37.2","47.3"
"White","York","51.5","45.5","57.5"
