"Measure","Time","Time_type","Ethnicity","Industry","","Value","Value_type"," Denominator "," Numerator ","CI","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2014","Year","All","O,P,Q - Public admin, education and health","SIC 07","30.0","%","30241100","9078800","0.4","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2014","Year","All","R,S,T,U - Other services","SIC 07","5.8","%","30241100","1741900","0.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2014","Year","Asian","A - Agriculture, forestry and fishing","SIC 07","0.2","%","1827300","3300","4.3","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2014","Year","Asian","B,D,E - Energy and water","SIC 07","1.0","%","1827300","17500","3.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2014","Year","Asian","C -Manufacturing","SIC 07","7.1","%","1827300","129200","3.4","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2014","Year","Asian","F - Construction","SIC 07","3.2","%","1827300","59200","4.0","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2014","Year","Asian","G,I -Distribution, hotels and restaurants","SIC 07","26.6","%","1827300","486200","3.2","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2014","Year","Asian","H,J -Transport and communication","SIC 07","14.6","%","1827300","267000","3.4","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2014","Year","Asian","K,L,M,N - Banking and finance","SIC 07","16.7","%","1827300","305700","3.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2014","Year","Asian","O,P,Q - Public admin, education and health","SIC 07","27.1","%","1827300","495400","3.1","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2014","Year","Asian","R,S,T,U - Other services","SIC 07","3.5","%","1827300","63900","3.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2014","Year","Black","A - Agriculture, forestry and fishing","SIC 07","-","%","750400","-","-","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2014","Year","Black","B,D,E - Energy and water","SIC 07","0.7","%","750400","5400","5.2","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2014","Year","Black","C -Manufacturing","SIC 07","4.2","%","750400","31800","5.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2014","Year","Black","F - Construction","SIC 07","3.7","%","750400","28000","6.2","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2014","Year","Black","G,I -Distribution, hotels and restaurants","SIC 07","17.2","%","750400","129300","5.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2014","Year","Black","H,J -Transport and communication","SIC 07","9.3","%","750400","69500","5.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2014","Year","Black","K,L,M,N - Banking and finance","SIC 07","17.4","%","750400","130900","5.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2014","Year","Black","O,P,Q - Public admin, education and health","SIC 07","42.4","%","750400","318100","4.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2014","Year","Black","R,S,T,U - Other services","SIC 07","4.9","%","750400","36800","6.2","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2014","Year","Indian","A - Agriculture, forestry and fishing","SIC 07","-","%","800800","-","-","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2014","Year","Indian","B,D,E - Energy and water","SIC 07","1.0","%","800800","8200","5.6","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2014","Year","Indian","C -Manufacturing","SIC 07","9.1","%","800800","73000","4.9","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2014","Year","Indian","F - Construction","SIC 07","3.3","%","800800","26600","5.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2014","Year","Indian","G,I -Distribution, hotels and restaurants","SIC 07","21.1","%","800800","169000","4.9","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2014","Year","Indian","H,J -Transport and communication","SIC 07","15.0","%","800800","120400","5.1","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2014","Year","Indian","K,L,M,N - Banking and finance","SIC 07","18.9","%","800800","151500","5.1","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2014","Year","Indian","O,P,Q - Public admin, education and health","SIC 07","28.1","%","800800","225100","4.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2014","Year","Indian","R,S,T,U - Other services","SIC 07","3.3","%","800800","26300","5.6","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2014","Year","Mixed/Multiple ethnic groups","A - Agriculture, forestry and fishing","SIC 07","0.3","%","292300","700","5.9","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2014","Year","Mixed/Multiple ethnic groups","B,D,E - Energy and water","SIC 07","1.3","%","292300","3700","6.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2014","Year","Mixed/Multiple ethnic groups","C -Manufacturing","SIC 07","5.4","%","292300","15700","7.3","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2014","Year","Mixed/Multiple ethnic groups","F - Construction","SIC 07","2.9","%","292300","8600","7.4","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2014","Year","Mixed/Multiple ethnic groups","G,I -Distribution, hotels and restaurants","SIC 07","21.5","%","292300","62900","7.1","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2014","Year","Mixed/Multiple ethnic groups","H,J -Transport and communication","SIC 07","8.6","%","292300","25300","7.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2014","Year","Mixed/Multiple ethnic groups","K,L,M,N - Banking and finance","SIC 07","22.1","%","292300","64700","7.3","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2014","Year","Mixed/Multiple ethnic groups","O,P,Q - Public admin, education and health","SIC 07","30.1","%","292300","87900","6.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2014","Year","Mixed/Multiple ethnic groups","R,S,T,U - Other services","SIC 07","7.8","%","292300","22700","7.9","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2014","Year","Other Asian (inc. Chinese)","A - Agriculture, forestry and fishing","SIC 07","0.4","%","451000","1800","9.9","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2014","Year","Other Asian (inc. Chinese)","B,D,E - Energy and water","SIC 07","0.8","%","451000","3700","7.4","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2014","Year","Other Asian (inc. Chinese)","C -Manufacturing","SIC 07","5.5","%","451000","24600","7.0","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2014","Year","Other Asian (inc. Chinese)","F - Construction","SIC 07","2.3","%","451000","10200","7.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2014","Year","Other Asian (inc. Chinese)","G,I -Distribution, hotels and restaurants","SIC 07","29.7","%","451000","133700","6.4","","","","","","","","","","","","","",""
