"Measure","Year","Ethnicity","Sex","Threshold","Mean","Value","Upper Confidence Interval","Lower Confidence Interval","Sample Size"
"Worthwhile","2016","Pakistani","All","All","7.86","N/A","7.97","7.74","1550"
"Worthwhile","2017","Pakistani","All","All","7.91","N/A","8.03","7.8","1600"
"Worthwhile","2018","Pakistani","All","All","7.81","N/A","7.94","7.69","1590"
"Worthwhile","2012","Pakistani","All","Low","N/A","4.44","5.69","3.18","-"
"Worthwhile","2012","Pakistani","All","Medium","N/A","21.59","24.26","18.91","-"
"Worthwhile","2012","Pakistani","All","High","N/A","43.02","46.21","39.84","-"
"Worthwhile","2012","Pakistani","All","Very High","N/A","30.95","33.98","27.91","-"
"Worthwhile","2013","Pakistani","All","Low","N/A","5.07","6.41","3.73",""
"Worthwhile","2013","Pakistani","All","Medium","N/A","17.9","20.4","15.41",""
"Worthwhile","2013","Pakistani","All","High","N/A","46.25","49.46","43.05",""
"Worthwhile","2013","Pakistani","All","Very High","N/A","30.77","33.8","27.74",""
"Worthwhile","2014","Pakistani","All","Low","N/A","3.72","4.76","2.67","-"
"Worthwhile","2014","Pakistani","All","Medium","N/A","17.2","19.74","14.67","-"
"Worthwhile","2014","Pakistani","All","High","N/A","44.71","47.78","41.65","-"
"Worthwhile","2014","Pakistani","All","Very High","N/A","34.37","37.37","31.36","-"
"Worthwhile","2015","Pakistani","All","Low","N/A","2.8","3.86","1.74","-"
"Worthwhile","2015","Pakistani","All","Medium","N/A","15.36","17.63","13.08","-"
"Worthwhile","2015","Pakistani","All","High","N/A","47.36","50.58","44.15","-"
"Worthwhile","2015","Pakistani","All","Very High","N/A","34.48","37.73","31.23","-"
"Worthwhile","2016","Pakistani","All","Low","N/A","4.21","5.54","2.88","-"
"Worthwhile","2016","Pakistani","All","Medium","N/A","13.12","15.13","11.11","-"
"Worthwhile","2016","Pakistani","All","High","N/A","46.79","50.05","43.53","-"
"Worthwhile","2016","Pakistani","All","Very High","N/A","35.88","39.02","32.74","-"
"Worthwhile","2017","Pakistani","All","Low","N/A","2.83","3.87","1.8","-"
"Worthwhile","2017","Pakistani","All","Medium","N/A","15.39","18.13","12.65","-"
"Worthwhile","2017","Pakistani","All","High","N/A","43.87","47.17","40.57","-"
"Worthwhile","2017","Pakistani","All","Very High","N/A","37.9","41.15","34.65","-"
"Worthwhile","2018","Pakistani","All","Low","N/A","4.01","5.35","2.67","-"
"Worthwhile","2018","Pakistani","All","Medium","N/A","15.59","17.87","13.31","-"
"Worthwhile","2018","Pakistani","All","High","N/A","43.53","46.66","40.4","-"
"Worthwhile","2018","Pakistani","All","Very High","N/A","36.87","39.99","33.74","-"
"Worthwhile","2012","White","All","All","7.72","N/A","7.73","7.7","152880"
"Worthwhile","2013","White","All","All","7.74","N/A","7.75","7.73","152720"
"Worthwhile","2014","White","All","All","7.81","N/A","7.82","7.8","151820"
"Worthwhile","2015","White","All","All","7.85","N/A","7.87","7.84","147740"
"Worthwhile","2016","White","All","All","7.86","N/A","7.88","7.85","137440"
"Worthwhile","2017","White","All","All","7.89","N/A","7.9","7.88","138450"
"Worthwhile","2018","White","All","All","7.89","N/A","7.9","7.88","134860"
"Worthwhile","2012","White","All","Low","N/A","4.34","4.47","4.2","-"
"Worthwhile","2012","White","All","Medium","N/A","14.28","14.53","14.04","-"
"Worthwhile","2012","White","All","High","N/A","49.65","49.99","49.31","-"
"Worthwhile","2012","White","All","Very High","N/A","31.73","32.04","31.41","-"
"Worthwhile","2013","White","All","Low","N/A","4.27","4.41","4.13",""
"Worthwhile","2013","White","All","Medium","N/A","13.77","14.01","13.52",""
"Worthwhile","2013","White","All","High","N/A","49.45","49.79","49.11",""
"Worthwhile","2013","White","All","Very High","N/A","32.51","32.83","32.19",""
"Worthwhile","2014","White","All","Low","N/A","3.97","4.11","3.84","-"
"Worthwhile","2014","White","All","Medium","N/A","12.68","12.91","12.44","-"
"Worthwhile","2014","White","All","High","N/A","49.27","49.61","48.92","-"
"Worthwhile","2014","White","All","Very High","N/A","34.08","34.41","33.75","-"
"Worthwhile","2015","White","All","Low","N/A","3.6","3.73","3.47","-"
"Worthwhile","2015","White","All","Medium","N/A","12.39","12.63","12.16","-"
"Worthwhile","2015","White","All","High","N/A","49.38","49.73","49.03","-"
"Worthwhile","2015","White","All","Very High","N/A","34.63","34.97","34.3","-"
"Worthwhile","2016","White","All","Low","N/A","3.65","3.79","3.52","-"
"Worthwhile","2016","White","All","Medium","N/A","12.12","12.36","11.87","-"
"Worthwhile","2016","White","All","High","N/A","49.08","49.45","48.71","-"
"Worthwhile","2016","White","All","Very High","N/A","35.15","35.5","34.8","-"
"Worthwhile","2017","White","All","Low","N/A","3.64","3.78","3.5","-"
"Worthwhile","2017","White","All","Medium","N/A","11.74","11.98","11.5","-"
"Worthwhile","2017","White","All","High","N/A","48.73","49.1","48.36","-"
"Worthwhile","2017","White","All","Very High","N/A","35.89","36.25","35.54","-"
"Worthwhile","2018","White","All","Low","N/A","3.71","3.86","3.57","-"
"Worthwhile","2018","White","All","Medium","N/A","11.8","12.05","11.55","-"
"Worthwhile","2018","White","All","High","N/A","48.32","48.7","47.95","-"
"Worthwhile","2018","White","All","Very High","N/A","36.16","36.53","35.8","-"
