"Ethnicity","Geography","All","Boys","Girls"
"Chinese","Sutton","77.5","73.7","81.0"
"Chinese","Swindon","~0","~0","~0"
"Chinese","Tameside","28.6","50.0","20.0"
"Chinese","Telford and Wrekin","54.5","80.0","33.3"
"Chinese","Thurrock","50.0","40.0","57.1"
"Chinese","Torbay","71.4","100.0","60.0"
"Chinese","Tower Hamlets","25.0","~0","33.3"
"Chinese","Trafford","70.7","61.1","78.3"
"Chinese","Wakefield","30.0","28.6","33.3"
"Chinese","Walsall","50.0","50.0","50.0"
"Chinese","Waltham Forest","53.8","85.7","16.7"
"Chinese","Wandsworth","71.4","66.7","75.0"
"Chinese","Warrington","40.0","33.3","42.9"
"Chinese","Warwickshire","44.4","55.6","33.3"
"Chinese","West Berkshire","66.7","66.7","N/A"
"Chinese","West Sussex","22.7","25.0","21.4"
"Chinese","Westminster","66.7","40.0","80.0"
"Chinese","Wigan","25.0","28.6","~0"
"Chinese","Wiltshire","41.7","50.0","37.5"
"Chinese","Windsor and Maidenhead","60.0","N/A","60.0"
"Chinese","Wirral","43.8","44.4","42.9"
"Chinese","Wokingham","35.7","44.4","20.0"
"Chinese","Wolverhampton","28.6","20.0","50.0"
"Chinese","Worcestershire","46.2","~0","60.0"
"Chinese","York","33.3","50.0","~0"
"Mixed","All - England","18.9","15.2","22.6"
"Mixed","Barking and Dagenham","9.4","1.8","15.7"
"Mixed","Barnet","38.4","33.2","43.8"
"Mixed","Barnsley","22.9","18.8","26.3"
"Mixed","Bath and North East Somerset","20.2","15.6","24.5"
"Mixed","Bedford","8.6","4.6","13.8"
"Mixed","Bexley","20.1","16.0","24.0"
"Mixed","Birmingham","17.1","15.9","18.4"
"Mixed","Blackburn with Darwen","13.3","4.8","20.8"
"Mixed","Blackpool","~0","~0","~0"
"Mixed","Bolton","12.8","11.1","14.5"
"Mixed","Bournemouth","16.2","14.6","18.2"
"Mixed","Bracknell Forest","19.5","16.7","23.5"
"Mixed","Bradford","8.2","6.2","10.5"
"Mixed","Brent","24.2","14.4","35.8"
"Mixed","Brighton and Hove","19.9","16.5","23.4"
"Mixed","Bristol, City of","12.9","9.8","16.0"
"Mixed","Bromley","24.9","23.0","26.6"
"Mixed","Buckinghamshire","28.4","27.4","29.6"
"Mixed","Bury","12.4","13.2","11.4"
"Mixed","Calderdale","21.9","22.5","21.2"
"Mixed","Cambridgeshire","27.3","24.6","30.3"
"Mixed","Camden","18.8","13.2","22.1"
"Mixed","Central Bedfordshire","7.9","7.4","8.3"
"Mixed","Cheshire East","12.9","12.0","14.3"
"Mixed","Cheshire West and Chester","22.0","10.3","33.3"
"Mixed","City of London","N/A","N/A","N/A"
"Mixed","Cornwall","19.5","15.6","24.3"
"Mixed","County Durham","12.2","14.3","10.7"
"Mixed","Coventry","9.9","8.0","12.0"
"Mixed","Croydon","18.4","15.0","21.4"
"Mixed","Cumbria","22.0","14.8","28.1"
"Mixed","Darlington","18.8","15.4","21.1"
"Mixed","Derby","14.4","10.9","20.3"
"Mixed","Derbyshire","13.5","7.0","20.0"
"Mixed","Devon","11.0","11.9","10.0"
"Mixed","Doncaster","8.8","4.9","14.8"
"Mixed","Dorset","22.8","19.2","29.6"
"Mixed","Dudley","14.4","9.4","20.0"
"Mixed","Ealing","35.1","25.5","44.0"
"Mixed","East Riding of Yorkshire","17.2","9.4","26.9"
"Mixed","East Sussex","14.2","11.3","16.5"
"Mixed","Enfield","23.2","20.5","26.3"
"Mixed","Essex","15.9","14.9","17.0"
"Mixed","Gateshead","30.0","14.3","38.5"
"Mixed","Gloucestershire","23.4","21.2","25.4"
"Mixed","Greenwich","15.9","8.4","24.1"
"Mixed","Hackney","22.7","21.2","24.1"
"Mixed","Halton","29.0","33.3","23.1"
"Mixed","Hammersmith and Fulham","29.4","15.8","40.6"
"Mixed","Hampshire","23.5","22.0","25.0"
"Mixed","Haringey","23.9","17.4","30.1"
"Mixed","Harrow","26.9","22.4","31.7"
"Mixed","Hartlepool","17.6","22.2","12.5"
"Mixed","Havering","15.4","19.0","10.9"
"Mixed","Herefordshire, County of","16.2","23.1","12.5"
"Mixed","Hertfordshire","26.9","25.7","28.1"
"Mixed","Hillingdon","17.1","12.8","22.0"
"Mixed","Hounslow","21.5","17.5","26.1"
"Mixed","Isle of Wight","~0","~0","~0"
"Mixed","Isles of Scilly","~0","~0","N/A"
"Mixed","Islington","17.7","17.4","18.1"
"Mixed","Kensington and Chelsea","14.3","16.1","12.3"
"Mixed","Kent","28.6","19.5","37.6"
"Mixed","Kingston upon Hull, City of","23.6","18.5","28.6"
"Mixed","Kingston upon Thames","29.1","25.0","32.9"
"Mixed","Kirklees","9.1","5.3","13.2"
"Mixed","Knowsley","~0","~0","~0"
"Mixed","Lambeth","15.1","11.9","19.6"
"Mixed","Lancashire","14.7","9.6","20.3"
"Mixed","Leeds","14.6","12.5","16.8"
"Mixed","Leicester","10.0","3.4","16.8"
"Mixed","Leicestershire","15.4","12.0","18.9"
"Mixed","Lewisham","17.8","15.7","19.7"
"Mixed","Lincolnshire","29.0","27.4","30.3"
"Mixed","Liverpool","15.8","13.5","17.7"
"Mixed","Luton","10.4","5.8","14.4"
"Mixed","Manchester","12.0","9.3","14.8"
"Mixed","Medway","20.6","15.9","25.4"
"Mixed","Merton","12.8","12.0","13.6"
"Mixed","Middlesbrough","11.4","6.3","14.3"
"Mixed","Milton Keynes","12.0","6.4","19.3"
"Mixed","Newcastle upon Tyne","31.2","31.6","30.8"
"Mixed","Newham","23.8","13.9","33.0"
"Mixed","Norfolk","16.0","11.0","22.2"
"Mixed","North East Lincolnshire","13.0","23.1","~0"
"Mixed","North Lincolnshire","16.0","~0","22.2"
"Mixed","North Somerset","16.7","17.9","15.4"
"Mixed","North Tyneside","40.0","30.8","47.1"
"Mixed","North Yorkshire","23.6","12.7","34.5"
"Mixed","Northamptonshire","13.2","11.0","15.2"
"Mixed","Northumberland","10.3","12.0","7.1"
"Mixed","Nottingham","8.3","6.8","10.2"
"Mixed","Nottinghamshire","13.4","6.7","19.6"
"Mixed","Oldham","8.4","10.0","6.4"
"Mixed","Oxfordshire","17.9","13.9","22.2"
"Mixed","Peterborough","13.8","9.5","19.6"
"Mixed","Plymouth","17.0","17.4","16.7"
"Mixed","Poole","26.4","26.5","26.3"
"Mixed","Portsmouth","9.8","7.1","15.8"
"Mixed","Reading","28.6","20.5","34.6"
"Mixed","Redbridge","21.2","15.3","27.4"
"Mixed","Redcar and Cleveland","31.3","33.3","28.6"
"Mixed","Richmond upon Thames","25.5","18.3","32.4"
"Mixed","Rochdale","6.8","7.9","5.6"
"Mixed","Rotherham","8.8","5.6","12.5"
"Mixed","Rutland","30.0","42.9","~0"
"Mixed","Salford","14.1","8.5","19.2"
"Mixed","Sandwell","6.6","7.0","6.3"
"Mixed","Sefton","11.7","9.4","14.3"
"Mixed","Sheffield","10.9","6.3","15.2"
"Mixed","Shropshire","13.8","12.1","16.0"
"Mixed","Slough","29.3","29.0","29.6"
"Mixed","Solihull","8.7","7.7","9.6"
"Mixed","Somerset","20.2","11.4","30.0"
"Mixed","South Gloucestershire","19.2","10.2","28.0"
"Mixed","South Tyneside","20.0","7.7","33.3"
"Mixed","Southampton","17.5","14.3","20.4"
"Mixed","Southend-on-Sea","22.9","15.8","28.9"
"Mixed","Southwark","28.1","25.6","30.5"
"Mixed","St. Helens","20.7","13.0","50.0"
"Mixed","Staffordshire","7.4","5.5","9.2"
"Mixed","Stockport","22.2","19.3","25.5"
"Mixed","Stockton-on-Tees","22.0","13.0","33.3"
"Mixed","Stoke-on-Trent","10.0","13.0","5.9"
"Mixed","Suffolk","12.2","6.8","17.7"
"Mixed","Sunderland","15.2","6.3","23.5"
"Mixed","Surrey","24.0","18.7","29.5"
"Mixed","Sutton","41.6","32.8","50.0"
"Mixed","Swindon","8.7","8.0","9.5"
"Mixed","Tameside","12.5","7.1","17.4"
"Mixed","Telford and Wrekin","12.5","7.5","17.5"
"Mixed","Thurrock","12.9","5.9","19.4"
"Mixed","Torbay","36.4","35.0","38.5"
"Mixed","Tower Hamlets","7.2","7.8","6.4"
"Mixed","Trafford","28.1","28.3","27.9"
"Mixed","Wakefield","17.7","17.1","18.2"
"Mixed","Walsall","16.1","15.6","16.5"
"Mixed","Waltham Forest","16.0","12.8","19.2"
"Mixed","Wandsworth","33.5","25.0","40.8"
"Mixed","Warrington","17.6","16.7","18.8"
"Mixed","Warwickshire","23.4","24.7","22.2"
"Mixed","West Berkshire","16.2","10.5","23.3"
"Mixed","West Sussex","14.3","8.8","20.3"
"Mixed","Westminster","29.3","13.7","39.0"
"Mixed","Wigan","3.6","3.4","3.8"
"Mixed","Wiltshire","23.1","20.0","25.0"
"Mixed","Windsor and Maidenhead","30.6","22.4","40.7"
"Mixed","Wirral","31.8","32.5","31.1"
"Mixed","Wokingham","18.0","9.5","25.5"
"Mixed","Wolverhampton","7.8","4.9","10.2"
"Mixed","Worcestershire","16.8","17.0","16.4"
"Mixed","York","25.0","23.5","26.1"
"White","All - England","15.7","12.0","19.6"
"White","Barking and Dagenham","8.9","6.0","12.1"
"White","Barnet","35.3","27.9","43.2"
"White","Barnsley","8.6","5.4","11.8"
"White","Bath and North East Somerset","19.8","10.9","28.5"
"White","Bedford","12.0","9.7","14.5"
"White","Bexley","18.8","17.7","20.0"
"White","Birmingham","17.0","12.9","21.3"
"White","Blackburn with Darwen","5.5","5.1","5.9"
"White","Blackpool","4.2","3.5","5.0"
"White","Bolton","11.3","7.8","15.0"
"White","Bournemouth","23.0","20.0","25.9"
"White","Bracknell Forest","15.7","11.2","20.1"
"White","Bradford","11.5","8.6","14.6"
"White","Brent","22.7","19.0","27.0"
"White","Brighton and Hove","16.7","14.7","18.9"
"White","Bristol, City of","14.1","9.6","18.3"
"White","Bromley","26.2","20.0","32.7"
"White","Buckinghamshire","26.5","22.0","31.3"
"White","Bury","16.4","13.6","19.3"
"White","Calderdale","16.4","13.4","19.4"
"White","Cambridgeshire","19.1","15.2","23.3"
"White","Camden","27.7","18.0","34.6"
"White","Central Bedfordshire","11.9","9.9","13.9"
"White","Cheshire East","15.8","10.4","21.4"
"White","Cheshire West and Chester","17.1","12.8","21.8"
"White","City of London","N/A","N/A","N/A"
"White","Cornwall","11.7","8.1","15.4"
"White","County Durham","13.2","10.5","16.0"
"White","Coventry","10.6","7.0","14.2"
"White","Croydon","17.9","13.3","21.9"
"White","Cumbria","14.7","10.8","18.7"
"White","Darlington","15.7","13.4","18.3"
"White","Derby","14.7","11.2","18.5"
"White","Derbyshire","13.2","8.9","17.6"
"White","Devon","14.2","10.7","18.1"
"White","Doncaster","7.1","5.3","9.0"
"White","Dorset","16.2","12.9","19.8"
"White","Dudley","10.9","7.5","14.4"
"White","Ealing","36.4","31.2","41.7"
"White","East Riding of Yorkshire","14.7","10.1","19.4"
"White","East Sussex","12.5","9.2","16.1"
"White","Enfield","17.4","14.2","20.8"
"White","Essex","13.4","10.3","16.7"
"White","Gateshead","15.2","12.0","18.5"
"White","Gloucestershire","19.0","15.1","23.1"
"White","Greenwich","15.6","12.6","18.6"
"White","Hackney","25.7","23.3","27.5"
"White","Halton","13.9","10.2","17.7"
"White","Hammersmith and Fulham","43.6","34.0","53.2"
"White","Hampshire","15.4","11.9","19.2"
"White","Haringey","22.6","21.1","24.1"
"White","Harrow","18.9","14.1","23.3"
"White","Hartlepool","8.5","4.3","12.7"
"White","Havering","18.8","15.9","21.9"
"White","Herefordshire, County of","14.7","9.9","19.9"
"White","Hertfordshire","23.6","19.2","28.2"
"White","Hillingdon","13.6","9.4","18.1"
"White","Hounslow","25.7","23.2","28.4"
"White","Isle of Wight","8.3","6.8","9.9"
"White","Isles of Scilly","38.5","14.3","66.7"
"White","Islington","19.8","19.8","19.8"
"White","Kensington and Chelsea","16.2","19.9","9.6"
"White","Kent","19.0","13.7","24.6"
"White","Kingston upon Hull, City of","11.5","9.5","13.9"
"White","Kingston upon Thames","34.8","31.8","37.6"
"White","Kirklees","14.5","9.6","19.4"
"White","Knowsley","7.6","4.7","10.5"
"White","Lambeth","23.3","17.0","30.0"
"White","Lancashire","13.3","10.3","16.4"
"White","Leeds","15.6","12.4","19.0"
"White","Leicester","5.6","2.8","8.6"
"White","Leicestershire","13.1","9.1","17.3"
"White","Lewisham","24.3","17.0","31.5"
"White","Lincolnshire","18.8","15.1","22.8"
"White","Liverpool","13.5","9.6","17.2"
"White","Luton","7.4","7.3","7.6"
"White","Manchester","10.4","7.7","13.0"
"White","Medway","13.7","12.0","15.3"
"White","Merton","28.4","25.0","31.8"
"White","Middlesbrough","7.1","5.8","8.5"
"White","Milton Keynes","14.5","11.3","17.8"
"White","Newcastle upon Tyne","14.5","13.0","16.3"
"White","Newham","16.0","13.8","18.1"
"White","Norfolk","12.5","9.3","15.9"
"White","North East Lincolnshire","14.6","8.4","21.0"
"White","North Lincolnshire","14.8","11.2","18.9"
"White","North Somerset","14.8","10.3","19.2"
"White","North Tyneside","16.6","11.4","21.7"
"White","North Yorkshire","19.3","14.5","24.3"
"White","Northamptonshire","14.2","10.6","18.0"
"White","Northumberland","12.7","9.0","16.5"
"White","Nottingham","7.6","5.2","9.9"
"White","Nottinghamshire","15.6","13.0","18.4"
"White","Oldham","11.3","7.8","15.1"
"White","Oxfordshire","17.6","14.0","21.3"
"White","Peterborough","11.1","7.7","15.0"
"White","Plymouth","13.6","8.9","18.4"
"White","Poole","22.7","21.4","24.1"
"White","Portsmouth","11.6","9.3","14.3"
"White","Reading","22.2","19.9","25.2"
"White","Redbridge","17.3","15.9","18.9"
"White","Redcar and Cleveland","11.7","8.6","14.9"
"White","Richmond upon Thames","32.4","28.0","36.6"
"White","Rochdale","5.5","3.5","7.6"
"White","Rotherham","10.8","7.4","14.3"
"White","Rutland","13.7","8.1","19.4"
"White","Salford","10.0","5.2","14.6"
"White","Sandwell","5.6","4.5","6.8"
"White","Sefton","12.4","8.9","16.1"
"White","Sheffield","14.5","11.1","18.0"
"White","Shropshire","14.9","10.8","19.2"
"White","Slough","19.6","12.6","25.7"
"White","Solihull","16.4","13.1","19.9"
"White","Somerset","12.0","8.3","16.1"
"White","South Gloucestershire","13.3","9.9","16.7"
"White","South Tyneside","11.3","8.0","14.5"
"White","Southampton","12.7","12.3","13.1"
"White","Southend-on-Sea","23.5","17.8","29.2"
"White","Southwark","26.0","22.3","30.3"
"White","St. Helens","11.9","10.2","13.8"
"White","Staffordshire","11.9","8.5","15.5"
"White","Stockport","17.1","13.7","20.6"
"White","Stockton-on-Tees","14.5","12.2","17.2"
"White","Stoke-on-Trent","7.5","4.5","10.6"
"White","Suffolk","12.1","9.6","14.7"
"White","Sunderland","13.4","10.3","16.6"
"White","Surrey","21.7","16.6","27.1"
"White","Sutton","27.5","24.6","30.7"
"White","Swindon","10.9","9.1","12.9"
"White","Tameside","11.3","5.0","17.9"
"White","Telford and Wrekin","16.7","14.4","19.1"
"White","Thurrock","8.4","5.9","10.8"
"White","Torbay","19.7","15.9","23.8"
"White","Tower Hamlets","9.0","6.8","11.2"
"White","Trafford","32.6","25.5","39.9"
"White","Wakefield","9.4","6.4","12.5"
"White","Walsall","12.0","8.8","15.4"
"White","Waltham Forest","16.8","12.0","21.5"
"White","Wandsworth","30.8","26.1","36.3"
"White","Warrington","17.0","12.7","21.8"
"White","Warwickshire","19.1","13.4","25.0"
"White","West Berkshire","21.5","16.5","26.3"
"White","West Sussex","15.7","11.5","20.1"
"White","Westminster","38.8","20.0","51.6"
"White","Wigan","10.2","7.2","13.1"
"White","Wiltshire","16.2","12.3","20.2"
"White","Windsor and Maidenhead","24.7","19.7","30.0"
"White","Wirral","22.0","17.6","26.4"
"White","Wokingham","27.7","21.4","33.8"
"White","Wolverhampton","8.5","3.4","13.4"
"White","Worcestershire","15.4","11.7","19.3"
"White","York","21.0","14.9","26.9"
