"Ethnicity","Geography","%","Pupils"
"Mixed","Tower Hamlets","7.2","111"
"Mixed","Trafford","28.1","185"
"Mixed","Wakefield","17.7","79"
"Mixed","Walsall","16.1","180"
"Mixed","Waltham Forest","16.0","237"
"Mixed","Wandsworth","33.5","224"
"Mixed","Warrington","17.6","68"
"Mixed","Warwickshire","23.4","205"
"Mixed","West Berkshire","16.2","68"
"Mixed","West Sussex","14.3","286"
"Mixed","Westminster","29.3","133"
"Mixed","Wigan","3.6","55"
"Mixed","Wiltshire","23.1","121"
"Mixed","Windsor and Maidenhead","30.6","121"
"Mixed","Wirral","31.8","85"
"Mixed","Wokingham","18.0","89"
"Mixed","Wolverhampton","7.8","269"
"Mixed","Worcestershire","16.8","167"
"Mixed","York","25.0","40"
"White","All - England","15.7","395,716"
"White","Barking and Dagenham","8.9","921"
"White","Barnet","35.3","1,914"
"White","Barnsley","8.6","1,940"
"White","Bath and North East Somerset","19.8","1,868"
"White","Bedford","12.0","1,281"
"White","Bexley","18.8","1,901"
"White","Birmingham","17.0","3,992"
"White","Blackburn with Darwen","5.5","913"
"White","Blackpool","4.2","1,078"
"White","Bolton","11.3","2,238"
"White","Bournemouth","23.0","1,328"
"White","Bracknell Forest","15.7","911"
"White","Bradford","11.5","2,715"
"White","Brent","22.7","494"
"White","Brighton and Hove","16.7","1,775"
"White","Bristol, City of","14.1","2,167"
"White","Bromley","26.2","2,270"
"White","Buckinghamshire","26.5","4,015"
"White","Bury","16.4","1,618"
"White","Calderdale","16.4","1,909"
"White","Cambridgeshire","19.1","4,858"
"White","Camden","27.7","546"
"White","Central Bedfordshire","11.9","2,301"
"White","Cheshire East","15.8","3,328"
"White","Cheshire West and Chester","17.1","3,161"
"White","City of London","N/A","0"
"White","Cornwall","11.7","4,940"
"White","County Durham","13.2","4,434"
"White","Coventry","10.6","2,105"
"White","Croydon","17.9","1,268"
"White","Cumbria","14.7","4,407"
"White","Darlington","15.7","1,008"
"White","Derby","14.7","1,925"
"White","Derbyshire","13.2","6,739"
"White","Devon","14.2","6,179"
"White","Doncaster","7.1","2,677"
"White","Dorset","16.2","3,827"
"White","Dudley","10.9","2,643"
"White","Ealing","36.4","837"
"White","East Riding of Yorkshire","14.7","3,032"
"White","East Sussex","12.5","4,274"
"White","Enfield","17.4","1,619"
"White","Essex","13.4","12,382"
"White","Gateshead","15.2","1,729"
"White","Gloucestershire","19.0","5,417"
"White","Greenwich","15.6","1,011"
"White","Hackney","25.7","713"
"White","Halton","13.9","1,281"
"White","Hammersmith and Fulham","43.6","567"
"White","Hampshire","15.4","11,536"
"White","Haringey","22.6","1,021"
"White","Harrow","18.9","507"
"White","Hartlepool","8.5","966"
"White","Havering","18.8","2,025"
"White","Herefordshire, County of","14.7","1,580"
"White","Hertfordshire","23.6","9,820"
"White","Hillingdon","13.6","1,410"
"White","Hounslow","25.7","915"
"White","Isle of Wight","8.3","1,042"
"White","Isles of Scilly","38.5","13"
"White","Islington","19.8","484"
"White","Kensington and Chelsea","16.2","260"
"White","Kent","19.0","13,479"
"White","Kingston upon Hull, City of","11.5","2,036"
"White","Kingston upon Thames","34.8","841"
"White","Kirklees","14.5","2,861"
"White","Knowsley","7.6","900"
"White","Lambeth","23.3","540"
"White","Lancashire","13.3","9,797"
"White","Leeds","15.6","5,344"
"White","Leicester","5.6","1,108"
"White","Leicestershire","13.1","5,877"
"White","Lewisham","24.3","596"
"White","Lincolnshire","18.8","6,878"
"White","Liverpool","13.5","3,748"
"White","Luton","7.4","863"
"White","Manchester","10.4","2,081"
"White","Medway","13.7","2,424"
"White","Merton","28.4","677"
"White","Middlesbrough","7.1","1,021"
"White","Milton Keynes","14.5","1,892"
"White","Newcastle upon Tyne","14.5","1,906"
"White","Newham","16.0","657"
"White","Norfolk","12.5","6,995"
"White","North East Lincolnshire","14.6","1,360"
"White","North Lincolnshire","14.8","1,526"
"White","North Somerset","14.8","1,970"
"White","North Tyneside","16.6","1,782"
"White","North Yorkshire","19.3","5,654"
"White","Northamptonshire","14.2","6,196"
"White","Northumberland","12.7","2,933"
"White","Nottingham","7.6","1,441"
"White","Nottinghamshire","15.6","6,792"
"White","Oldham","11.3","1,781"
"White","Oxfordshire","17.6","4,944"
"White","Peterborough","11.1","1,679"
"White","Plymouth","13.6","2,339"
"White","Poole","22.7","1,188"
"White","Portsmouth","11.6","1,437"
"White","Reading","22.2","621"
"White","Redbridge","17.3","797"
"White","Redcar and Cleveland","11.7","1,459"
"White","Richmond upon Thames","32.4","1,110"
"White","Rochdale","5.5","1,430"
"White","Rotherham","10.8","2,739"
"White","Rutland","13.7","439"
"White","Salford","10.0","1,786"
"White","Sandwell","5.6","1,896"
"White","Sefton","12.4","2,662"
"White","Sheffield","14.5","3,683"
"White","Shropshire","14.9","2,695"
"White","Slough","19.6","429"
"White","Solihull","16.4","2,204"
"White","Somerset","12.0","4,421"
"White","South Gloucestershire","13.3","2,251"
"White","South Tyneside","11.3","1,324"
"White","Southampton","12.7","1,511"
"White","Southend-on-Sea","23.5","1,565"
"White","Southwark","26.0","645"
"White","St. Helens","11.9","1,634"
"White","Staffordshire","11.9","7,642"
"White","Stockport","17.1","2,239"
"White","Stockton-on-Tees","14.5","1,739"
"White","Stoke-on-Trent","7.5","1,636"
"White","Suffolk","12.1","6,206"
"White","Sunderland","13.4","2,446"
"White","Surrey","21.7","8,356"
"White","Sutton","27.5","1,519"
"White","Swindon","10.9","1,605"
"White","Tameside","11.3","2,053"
"White","Telford and Wrekin","16.7","1,654"
"White","Thurrock","8.4","1,271"
"White","Torbay","19.7","1,267"
"White","Tower Hamlets","9.0","299"
"White","Trafford","32.6","2,079"
"White","Wakefield","9.4","3,123"
"White","Walsall","12.0","2,142"
"White","Waltham Forest","16.8","840"
"White","Wandsworth","30.8","565"
"White","Warrington","17.0","2,184"
"White","Warwickshire","19.1","4,809"
"White","West Berkshire","21.5","1,562"
"White","West Sussex","15.7","6,736"
"White","Westminster","38.8","371"
"White","Wigan","10.2","3,070"
"White","Wiltshire","16.2","4,241"
"White","Windsor and Maidenhead","24.7","1,090"
"White","Wirral","22.0","3,035"
"White","Wokingham","27.7","1,253"
"White","Wolverhampton","8.5","1,454"
"White","Worcestershire","15.4","4,830"
"White","York","21.0","1,521"
