"Ethnicity","Geography","All","Boys","Girls"
"Chinese","Stockton-on-Tees","63.3","56.8","67.7"
"Chinese","Stoke-on-Trent","66.7","57.5","80.5"
"Chinese","Suffolk","67.2","65.0","71.5"
"Chinese","Sunderland","51.0","45.7","67.0"
"Chinese","Surrey","62.0","61.3","62.4"
"Chinese","Sutton","77.5","79.9","75.3"
"Chinese","Swindon","57.5","64.0","51.0"
"Chinese","Tameside","61.7","53.5","65.0"
"Chinese","Telford and Wrekin","62.7","72.3","54.7"
"Chinese","Thurrock","71.9","68.9","74.1"
"Chinese","Torbay","67.7","68.8","67.3"
"Chinese","Tower Hamlets","70.8","64.0","73.0"
"Chinese","Trafford","74.2","71.4","76.5"
"Chinese","Wakefield","65.6","65.3","66.3"
"Chinese","Walsall","66.5","59.0","74.0"
"Chinese","Waltham Forest","71.0","74.8","66.5"
"Chinese","Wandsworth","71.7","80.7","65.0"
"Chinese","Warrington","63.6","60.5","64.9"
"Chinese","Warwickshire","72.4","74.3","70.5"
"Chinese","West Berkshire","54.8","54.8","N/A"
"Chinese","West Sussex","57.1","56.6","57.4"
"Chinese","Westminster","72.5","67.8","74.8"
"Chinese","Wigan","66.6","64.6","80.5"
"Chinese","Wiltshire","67.5","73.1","64.7"
"Chinese","Windsor and Maidenhead","64.9","N/A","64.9"
"Chinese","Wirral","63.4","63.8","62.9"
"Chinese","Wokingham","58.1","55.8","62.2"
"Chinese","Wolverhampton","52.3","57.2","40.1"
"Chinese","Worcestershire","60.8","37.3","67.8"
"Chinese","York","63.5","64.8","61.0"
"Mixed","All - England","47.4","44.7","50.2"
"Mixed","Barking and Dagenham","42.4","36.8","46.9"
"Mixed","Barnet","55.0","51.3","58.8"
"Mixed","Barnsley","47.6","45.8","49.2"
"Mixed","Bath and North East Somerset","48.9","47.2","50.4"
"Mixed","Bedford","41.7","37.8","46.8"
"Mixed","Bexley","48.4","46.2","50.5"
"Mixed","Birmingham","45.1","42.1","48.2"
"Mixed","Blackburn with Darwen","41.6","35.3","47.0"
"Mixed","Blackpool","43.8","39.8","47.5"
"Mixed","Bolton","41.3","39.6","43.0"
"Mixed","Bournemouth","50.3","49.7","51.2"
"Mixed","Bracknell Forest","49.3","51.7","45.9"
"Mixed","Bradford","39.5","38.9","40.2"
"Mixed","Brent","49.7","45.5","54.8"
"Mixed","Brighton and Hove","48.4","43.8","53.2"
"Mixed","Bristol, City of","45.7","43.0","48.3"
"Mixed","Bromley","51.2","50.0","52.2"
"Mixed","Buckinghamshire","54.6","56.0","53.1"
"Mixed","Bury","42.0","40.3","44.0"
"Mixed","Calderdale","49.6","49.3","49.9"
"Mixed","Cambridgeshire","53.4","52.1","54.8"
"Mixed","Camden","46.7","39.9","50.8"
"Mixed","Central Bedfordshire","42.7","38.1","46.8"
"Mixed","Cheshire East","47.5","43.0","54.0"
"Mixed","Cheshire West and Chester","48.1","46.6","49.5"
"Mixed","City of London","N/A","N/A","N/A"
"Mixed","Cornwall","46.1","42.5","50.6"
"Mixed","County Durham","50.7","50.7","50.6"
"Mixed","Coventry","40.7","37.2","44.4"
"Mixed","Croydon","46.5","43.1","49.4"
"Mixed","Cumbria","49.9","48.6","51.0"
"Mixed","Darlington","50.9","51.0","50.7"
"Mixed","Derby","40.9","36.1","49.0"
"Mixed","Derbyshire","46.3","44.4","48.1"
"Mixed","Devon","45.9","44.3","47.8"
"Mixed","Doncaster","46.1","41.5","53.2"
"Mixed","Dorset","51.7","50.1","54.9"
"Mixed","Dudley","43.8","41.7","46.1"
"Mixed","Ealing","50.0","45.2","54.4"
"Mixed","East Riding of Yorkshire","53.6","52.0","55.5"
"Mixed","East Sussex","48.1","43.5","51.7"
"Mixed","Enfield","48.1","44.7","51.9"
"Mixed","Essex","48.0","46.2","49.9"
"Mixed","Gateshead","51.2","44.9","54.6"
"Mixed","Gloucestershire","50.1","47.0","53.1"
"Mixed","Greenwich","45.3","41.0","50.1"
"Mixed","Hackney","46.7","45.7","47.6"
"Mixed","Halton","51.4","50.7","52.3"
"Mixed","Hammersmith and Fulham","51.7","43.8","58.3"
"Mixed","Hampshire","49.5","46.1","52.9"
"Mixed","Haringey","47.2","42.3","51.8"
"Mixed","Harrow","51.8","50.2","53.4"
"Mixed","Hartlepool","45.6","38.4","53.8"
"Mixed","Havering","48.0","49.1","46.6"
"Mixed","Herefordshire, County of","47.7","53.1","44.8"
"Mixed","Hertfordshire","52.2","51.2","53.1"
"Mixed","Hillingdon","49.1","47.8","50.6"
"Mixed","Hounslow","49.6","46.8","52.8"
"Mixed","Isle of Wight","37.7","33.5","42.4"
"Mixed","Isles of Scilly","67.0","67.0","N/A"
"Mixed","Islington","44.5","42.1","48.0"
"Mixed","Kensington and Chelsea","52.4","51.4","53.4"
"Mixed","Kent","52.5","48.5","56.4"
"Mixed","Kingston upon Hull, City of","48.1","46.5","49.7"
"Mixed","Kingston upon Thames","53.9","50.2","57.3"
"Mixed","Kirklees","39.2","35.6","43.3"
"Mixed","Knowsley","26.3","24.1","30.8"
"Mixed","Lambeth","43.9","40.8","48.3"
"Mixed","Lancashire","47.9","45.3","50.7"
"Mixed","Leeds","43.6","40.7","46.6"
"Mixed","Leicester","40.3","36.4","44.3"
"Mixed","Leicestershire","44.6","42.6","46.8"
"Mixed","Lewisham","46.6","43.2","49.5"
"Mixed","Lincolnshire","53.5","52.9","54.0"
"Mixed","Liverpool","44.1","40.9","46.8"
"Mixed","Luton","42.0","39.1","44.5"
"Mixed","Manchester","42.9","40.0","46.0"
"Mixed","Medway","48.5","45.1","52.0"
"Mixed","Merton","46.6","44.0","49.7"
"Mixed","Middlesbrough","47.4","44.5","49.0"
"Mixed","Milton Keynes","43.6","41.4","46.4"
"Mixed","Newcastle upon Tyne","51.9","51.2","52.6"
"Mixed","Newham","47.6","42.9","52.0"
"Mixed","Norfolk","48.4","47.0","50.1"
"Mixed","North East Lincolnshire","43.5","45.2","41.4"
"Mixed","North Lincolnshire","48.5","30.7","55.5"
"Mixed","North Somerset","49.4","46.3","52.8"
"Mixed","North Tyneside","55.4","46.4","62.3"
"Mixed","North Yorkshire","52.7","48.9","56.4"
"Mixed","Northamptonshire","44.4","43.6","45.1"
"Mixed","Northumberland","50.3","46.1","57.8"
"Mixed","Nottingham","40.5","38.6","42.8"
"Mixed","Nottinghamshire","47.0","43.2","50.5"
"Mixed","Oldham","37.7","35.8","40.1"
"Mixed","Oxfordshire","45.3","40.4","50.5"
"Mixed","Peterborough","43.8","41.0","47.5"
"Mixed","Plymouth","47.4","50.0","44.9"
"Mixed","Poole","57.7","57.5","57.9"
"Mixed","Portsmouth","40.3","37.0","47.4"
"Mixed","Reading","45.8","36.2","53.1"
"Mixed","Redbridge","51.4","45.9","57.2"
"Mixed","Redcar and Cleveland","50.5","49.2","52.3"
"Mixed","Richmond upon Thames","48.7","47.2","50.2"
"Mixed","Rochdale","41.9","41.0","42.8"
"Mixed","Rotherham","44.0","43.7","44.2"
"Mixed","Rutland","62.4","69.5","45.7"
"Mixed","Salford","44.3","40.2","48.0"
"Mixed","Sandwell","40.1","38.8","41.4"
"Mixed","Sefton","47.3","45.6","49.3"
"Mixed","Sheffield","42.3","37.7","46.7"
"Mixed","Shropshire","47.6","48.0","47.1"
"Mixed","Slough","54.5","55.2","53.8"
"Mixed","Solihull","43.2","42.0","44.3"
"Mixed","Somerset","45.8","41.9","50.2"
"Mixed","South Gloucestershire","45.1","37.6","52.6"
"Mixed","South Tyneside","47.5","39.7","55.8"
"Mixed","Southampton","45.0","42.1","47.7"
"Mixed","Southend-on-Sea","54.0","47.8","59.2"
"Mixed","Southwark","51.7","52.8","50.6"
"Mixed","St. Helens","50.0","46.9","62.1"
"Mixed","Staffordshire","42.7","39.7","45.3"
"Mixed","Stockport","48.9","47.3","50.8"
"Mixed","Stockton-on-Tees","51.1","45.4","58.4"
"Mixed","Stoke-on-Trent","42.1","43.0","40.9"
"Mixed","Suffolk","46.0","41.8","50.3"
"Mixed","Sunderland","40.8","35.3","45.9"
"Mixed","Surrey","51.8","48.1","55.7"
"Mixed","Sutton","59.7","58.9","60.5"
"Mixed","Swindon","40.9","41.1","40.7"
"Mixed","Tameside","43.3","40.5","45.9"
"Mixed","Telford and Wrekin","43.7","38.7","48.7"
"Mixed","Thurrock","46.2","43.0","49.2"
"Mixed","Torbay","56.2","50.2","65.6"
"Mixed","Tower Hamlets","39.3","37.8","41.2"
"Mixed","Trafford","52.6","52.1","53.3"
"Mixed","Wakefield","46.9","44.2","49.0"
"Mixed","Walsall","43.5","40.3","45.9"
"Mixed","Waltham Forest","46.7","44.3","49.0"
"Mixed","Wandsworth","53.6","49.7","56.9"
"Mixed","Warrington","52.5","49.1","56.2"
"Mixed","Warwickshire","50.4","49.1","51.5"
"Mixed","West Berkshire","44.4","43.7","45.3"
"Mixed","West Sussex","45.8","43.3","48.4"
"Mixed","Westminster","51.6","45.8","55.2"
"Mixed","Wigan","44.9","39.7","50.7"
"Mixed","Wiltshire","53.0","53.9","52.4"
"Mixed","Windsor and Maidenhead","53.3","50.6","56.7"
"Mixed","Wirral","57.4","56.2","58.6"
"Mixed","Wokingham","50.1","47.8","52.2"
"Mixed","Wolverhampton","40.6","36.9","43.7"
"Mixed","Worcestershire","47.6","45.7","50.0"
"Mixed","York","55.3","55.0","55.6"
"White","All - England","46.1","43.5","48.9"
"White","Barking and Dagenham","41.9","40.6","43.4"
"White","Barnet","55.4","52.1","58.8"
"White","Barnsley","42.4","39.2","45.6"
"White","Bath and North East Somerset","49.0","45.0","52.9"
"White","Bedford","46.3","44.0","48.8"
"White","Bexley","46.7","44.7","48.7"
"White","Birmingham","45.8","42.3","49.6"
"White","Blackburn with Darwen","42.5","40.8","44.2"
"White","Blackpool","38.1","35.5","41.1"
"White","Bolton","43.1","40.3","46.2"
"White","Bournemouth","49.7","45.8","53.5"
"White","Bracknell Forest","47.7","45.4","49.9"
"White","Bradford","41.8","39.0","44.9"
"White","Brent","47.4","45.6","49.6"
"White","Brighton and Hove","48.0","45.9","50.1"
"White","Bristol, City of","46.0","42.2","49.6"
"White","Bromley","49.6","46.2","53.4"
"White","Buckinghamshire","54.7","52.5","57.1"
"White","Bury","45.0","43.1","47.0"
"White","Calderdale","49.7","46.7","52.6"
"White","Cambridgeshire","48.0","45.2","50.9"
"White","Camden","51.0","43.7","56.2"
"White","Central Bedfordshire","45.2","42.6","47.9"
"White","Cheshire East","48.8","46.3","51.3"
"White","Cheshire West and Chester","46.3","44.0","48.7"
"White","City of London","N/A","N/A","N/A"
"White","Cornwall","45.1","42.5","47.8"
"White","County Durham","45.2","42.4","48.1"
"White","Coventry","41.4","39.0","43.9"
"White","Croydon","46.9","43.9","49.5"
"White","Cumbria","46.6","44.2","49.2"
"White","Darlington","45.5","43.0","48.4"
"White","Derby","42.3","40.0","44.7"
"White","Derbyshire","45.5","42.7","48.3"
"White","Devon","45.8","43.0","49.0"
"White","Doncaster","42.4","39.9","45.1"
"White","Dorset","47.2","44.7","49.9"
"White","Dudley","43.2","40.1","46.5"
"White","Ealing","51.8","49.3","54.3"
"White","East Riding of Yorkshire","47.9","45.1","50.7"
"White","East Sussex","45.0","41.9","48.3"
"White","Enfield","44.7","42.1","47.5"
"White","Essex","45.3","42.4","48.3"
"White","Gateshead","45.8","43.2","48.4"
"White","Gloucestershire","49.4","46.8","52.1"
"White","Greenwich","43.3","42.1","44.5"
"White","Hackney","53.1","48.8","56.6"
"White","Halton","44.0","41.8","46.2"
"White","Hammersmith and Fulham","57.3","53.0","61.6"
"White","Hampshire","47.0","44.3","49.8"
"White","Haringey","49.4","48.1","50.7"
"White","Harrow","46.2","43.4","48.8"
"White","Hartlepool","42.0","37.8","46.3"
"White","Havering","45.7","43.5","48.0"
"White","Herefordshire, County of","45.9","43.2","48.9"
"White","Hertfordshire","50.7","48.3","53.3"
"White","Hillingdon","44.4","41.8","47.2"
"White","Hounslow","48.5","46.8","50.4"
"White","Isle of Wight","40.8","38.8","43.0"
"White","Isles of Scilly","64.0","56.4","72.9"
"White","Islington","46.4","44.7","48.1"
"White","Kensington and Chelsea","54.2","56.6","50.1"
"White","Kent","46.0","43.1","49.0"
"White","Kingston upon Hull, City of","43.8","42.0","45.8"
"White","Kingston upon Thames","55.0","52.4","57.4"
"White","Kirklees","46.0","42.8","49.4"
"White","Knowsley","35.4","31.7","39.2"
"White","Lambeth","48.2","45.5","51.1"
"White","Lancashire","46.5","43.9","49.2"
"White","Leeds","46.2","43.9","48.5"
"White","Leicester","35.8","31.9","39.9"
"White","Leicestershire","45.5","42.1","49.0"
"White","Lewisham","47.1","45.2","49.0"
"White","Lincolnshire","46.1","43.4","49.0"
"White","Liverpool","42.9","39.9","45.7"
"White","Luton","40.5","38.5","42.9"
"White","Manchester","40.5","38.0","42.9"
"White","Medway","44.7","42.1","47.3"
"White","Merton","51.0","49.2","52.8"
"White","Middlesbrough","41.7","39.5","44.3"
"White","Milton Keynes","44.1","41.3","47.0"
"White","Newcastle upon Tyne","43.9","42.8","45.1"
"White","Newham","42.3","38.9","45.5"
"White","Norfolk","44.8","42.1","47.6"
"White","North East Lincolnshire","44.1","40.9","47.5"
"White","North Lincolnshire","44.5","42.2","47.1"
"White","North Somerset","46.4","45.2","47.5"
"White","North Tyneside","45.9","42.8","48.9"
"White","North Yorkshire","48.3","45.6","51.2"
"White","Northamptonshire","44.9","42.6","47.3"
"White","Northumberland","46.2","43.4","49.1"
"White","Nottingham","39.8","37.2","42.4"
"White","Nottinghamshire","46.9","44.7","49.3"
"White","Oldham","43.0","39.5","46.7"
"White","Oxfordshire","47.3","44.9","49.8"
"White","Peterborough","41.5","39.1","44.1"
"White","Plymouth","43.7","41.0","46.4"
"White","Poole","50.7","49.1","52.4"
"White","Portsmouth","40.1","37.0","43.7"
"White","Reading","46.0","44.6","47.7"
"White","Redbridge","48.6","46.3","51.4"
"White","Redcar and Cleveland","43.3","40.6","46.1"
"White","Richmond upon Thames","52.3","50.6","54.0"
"White","Rochdale","42.9","40.6","45.3"
"White","Rotherham","43.3","40.3","46.3"
"White","Rutland","52.5","49.7","55.3"
"White","Salford","40.1","36.1","43.8"
"White","Sandwell","38.7","37.1","40.4"
"White","Sefton","45.3","42.9","47.9"
"White","Sheffield","45.1","42.7","47.6"
"White","Shropshire","45.7","43.1","48.3"
"White","Slough","48.1","42.7","52.8"
"White","Solihull","47.2","44.4","50.1"
"White","Somerset","44.8","41.4","48.4"
"White","South Gloucestershire","44.5","41.7","47.5"
"White","South Tyneside","44.7","42.8","46.5"
"White","Southampton","42.3","39.8","44.9"
"White","Southend-on-Sea","49.2","46.2","52.2"
"White","Southwark","50.8","48.4","53.4"
"White","St. Helens","44.9","42.9","47.0"
"White","Staffordshire","44.5","41.8","47.5"
"White","Stockport","46.9","43.9","49.9"
"White","Stockton-on-Tees","46.4","44.7","48.3"
"White","Stoke-on-Trent","41.3","38.2","44.5"
"White","Suffolk","45.4","43.7","47.2"
"White","Sunderland","42.8","40.2","45.4"
"White","Surrey","50.0","47.6","52.6"
"White","Sutton","52.6","51.8","53.6"
"White","Swindon","44.1","42.0","46.4"
"White","Tameside","43.4","40.2","46.7"
"White","Telford and Wrekin","44.9","42.6","47.3"
"White","Thurrock","41.3","39.1","43.4"
"White","Torbay","48.2","46.0","50.6"
"White","Tower Hamlets","38.9","35.8","41.8"
"White","Trafford","55.9","53.7","58.2"
"White","Wakefield","43.4","41.2","45.6"
"White","Walsall","42.0","39.2","44.9"
"White","Waltham Forest","46.0","43.2","48.8"
"White","Wandsworth","53.3","51.1","56.0"
"White","Warrington","47.0","44.1","50.2"
"White","Warwickshire","48.8","45.3","52.5"
"White","West Berkshire","49.2","45.8","52.4"
"White","West Sussex","46.4","43.6","49.4"
"White","Westminster","58.1","51.0","62.8"
"White","Wigan","45.2","41.5","48.7"
"White","Wiltshire","48.2","45.5","50.9"
"White","Windsor and Maidenhead","51.9","50.1","53.9"
"White","Wirral","48.1","45.0","51.1"
"White","Wokingham","52.6","50.2","54.8"
"White","Wolverhampton","42.8","38.4","47.1"
"White","Worcestershire","46.5","43.5","49.6"
"White","York","49.5","46.0","52.9"
