"Measure","Time","Time_Type","Ethnicity","Ethnicity_Type","Geography","Type of school","Value","Numerator","Denominator"
"Permanent exclusions","201617","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","special","0.158394931","3","1894"
"Permanent exclusions","201617","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","State-funded primary","0.076831259","56","72887"
"Permanent exclusions","201617","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","State-funded secondary","0.501526871","225","44863"
"Permanent exclusions","201617","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","Total","0.237370867","284","119644"
"Permanent exclusions","201617","Academic Year","Other","ONS 5+1","England","special","0.057045066","1","1753"
"Permanent exclusions","201617","Academic Year","Other","ONS 5+1","England","State-funded primary","0.007799964","7","89744"
"Permanent exclusions","201617","Academic Year","Other","ONS 5+1","England","State-funded secondary","0.166193977","92","55357"
"Permanent exclusions","201617","Academic Year","Other","ONS 5+1","England","Total","0.068094842","100","146854"
"Permanent exclusions","201617","Academic Year","Pakistani","ONS 18+1","England","special","0.019094902","1","5237"
"Permanent exclusions","201617","Academic Year","Pakistani","ONS 18+1","England","State-funded primary","0.007216291","15","207863"
"Permanent exclusions","201617","Academic Year","Pakistani","ONS 18+1","England","State-funded secondary","0.124194562","170","136882"
"Permanent exclusions","201617","Academic Year","Pakistani","ONS 18+1","England","Total","0.05314559","186","349982"
"Permanent exclusions","201617","Academic Year","Total","ONS 5+1","England","special","0.073001798","82","112326"
"Permanent exclusions","201617","Academic Year","Total","ONS 5+1","England","State-funded primary","0.026718366","1253","4689658"
"Permanent exclusions","201617","Academic Year","Total","ONS 5+1","England","State-funded secondary","0.198070857","6384","3223089"
"Permanent exclusions","201617","Academic Year","Total","ONS 5+1","England","Total","0.096186041","7719","8025073"
"Permanent exclusions","201617","Academic Year","Unclassified","ONS 18+1","England","special","0.211267606","3","1420"
"Permanent exclusions","201617","Academic Year","Unclassified","ONS 18+1","England","State-funded primary","0.036927622","14","37912"
"Permanent exclusions","201617","Academic Year","Unclassified","ONS 18+1","England","State-funded secondary","0.296678904","139","46852"
"Permanent exclusions","201617","Academic Year","Unclassified","ONS 18+1","England","Total","0.181008076","156","86184"
"Permanent exclusions","201617","Academic Year","White","ONS 5+1","England","special","0.071344487","60","84099"
"Permanent exclusions","201617","Academic Year","White","ONS 5+1","England","State-funded primary","0.029214156","1017","3481189"
"Permanent exclusions","201617","Academic Year","White","ONS 5+1","England","State-funded secondary","0.19923003","4820","2419314"
"Permanent exclusions","201617","Academic Year","White","ONS 5+1","England","Total","0.09853621","5897","5984602"
"Permanent exclusions","201617","Academic Year","White British","ONS 18+1","England","special","0.070677622","56","79233"
"Permanent exclusions","201617","Academic Year","White British","ONS 18+1","England","State-funded primary","0.030621462","957","3125259"
"Permanent exclusions","201617","Academic Year","White British","ONS 18+1","England","State-funded secondary","0.199376596","4457","2235468"
"Permanent exclusions","201617","Academic Year","White British","ONS 18+1","England","Total","0.10055221","5470","5439960"
"Permanent exclusions","201617","Academic Year","White Irish","ONS 18+1","England","special","0","0","313"
"Permanent exclusions","201617","Academic Year","White Irish","ONS 18+1","England","State-funded primary","0.016253555","2","12305"
"Permanent exclusions","201617","Academic Year","White Irish","ONS 18+1","England","State-funded secondary","0.290398126","31","10675"
"Permanent exclusions","201617","Academic Year","White Irish","ONS 18+1","England","Total","0.141673464","33","23293"
"Permanent exclusions","201617","Academic Year","White other","ONS 18+1","England","special","0.098765432","4","4050"
"Permanent exclusions","201617","Academic Year","White other","ONS 18+1","England","State-funded primary","0.009018114","29","321575"
"Permanent exclusions","201617","Academic Year","White other","ONS 18+1","England","State-funded secondary","0.148462741","244","164351"
"Permanent exclusions","201617","Academic Year","White other","ONS 18+1","England","Total","0.056533381","277","489976"
"Permanent exclusions","201516","Academic Year","All Ethnic Minorities","ONS 18+1","England","special","0.098741954","27","27344"
"Permanent exclusions","201516","Academic Year","All Ethnic Minorities","ONS 18+1","England","State-funded primary","0.021900396","251","1146098"
"Permanent exclusions","201516","Academic Year","All Ethnic Minorities","ONS 18+1","England","State-funded secondary","0.169871079","1505","885966"
"Permanent exclusions","201516","Academic Year","All Ethnic Minorities","ONS 18+1","England","Total","0.086578279","1783","2059408"
"Permanent exclusions","201516","Academic Year","Asian","ONS 5+1","England","special","0.04222973","4","9472"
"Permanent exclusions","201516","Academic Year","Asian","ONS 5+1","England","State-funded primary","0.003089829","12","388371"
"Permanent exclusions","201516","Academic Year","Asian","ONS 5+1","England","State-funded secondary","0.090736365","298","328424"
"Permanent exclusions","201516","Academic Year","Asian","ONS 5+1","England","Total","0.043234788","314","726267"
"Permanent exclusions","201516","Academic Year","Asian other","ONS 18+1","England","special","0.062305296","1","1605"
"Permanent exclusions","201516","Academic Year","Asian other","ONS 18+1","England","State-funded primary","0.006137228","4","65176"
"Permanent exclusions","201516","Academic Year","Asian other","ONS 18+1","England","State-funded secondary","0.067200538","36","53571"
"Permanent exclusions","201516","Academic Year","Asian other","ONS 18+1","England","Total","0.034066738","41","120352"
"Permanent exclusions","201516","Academic Year","Bangladeshi","ONS 18+1","England","special","0","0","1544"
"Permanent exclusions","201516","Academic Year","Bangladeshi","ONS 18+1","England","State-funded primary","0.001645143","1","60785"
"Permanent exclusions","201516","Academic Year","Bangladeshi","ONS 18+1","England","State-funded secondary","0.080661424","44","54549"
"Permanent exclusions","201516","Academic Year","Bangladeshi","ONS 18+1","England","Total","0.038501686","45","116878"
"Permanent exclusions","201516","Academic Year","Black","ONS 5+1","England","special","0.134308312","9","6701"
"Permanent exclusions","201516","Academic Year","Black","ONS 5+1","England","State-funded primary","0.036988466","77","208173"
"Permanent exclusions","201516","Academic Year","Black","ONS 5+1","England","State-funded secondary","0.261452964","454","173645"
"Permanent exclusions","201516","Academic Year","Black","ONS 5+1","England","Total","0.138989342","540","388519"
"Permanent exclusions","201516","Academic Year","Black African","ONS 18+1","England","special","0.073637703","3","4074"
"Permanent exclusions","201516","Academic Year","Black African","ONS 18+1","England","State-funded primary","0.015757619","22","139615"
"Permanent exclusions","201516","Academic Year","Black African","ONS 18+1","England","State-funded secondary","0.188607041","207","109752"
"Permanent exclusions","201516","Academic Year","Black African","ONS 18+1","England","Total","0.091540043","232","253441"
"Permanent exclusions","201516","Academic Year","Black Caribbean","ONS 18+1","England","special","0.385604113","6","1556"
"Permanent exclusions","201516","Academic Year","Black Caribbean","ONS 18+1","England","State-funded primary","0.105036885","43","40938"
"Permanent exclusions","201516","Academic Year","Black Caribbean","ONS 18+1","England","State-funded secondary","0.453663214","194","42763"
"Permanent exclusions","201516","Academic Year","Black Caribbean","ONS 18+1","England","Total","0.285020585","243","85257"
"Permanent exclusions","201516","Academic Year","Black other","ONS 18+1","England","special","0","0","1071"
"Permanent exclusions","201516","Academic Year","Black other","ONS 18+1","England","State-funded primary","0.043446778","12","27620"
"Permanent exclusions","201516","Academic Year","Black other","ONS 18+1","England","State-funded secondary","0.250828206","53","21130"
"Permanent exclusions","201516","Academic Year","Black other","ONS 18+1","England","Total","0.130467072","65","49821"
"Permanent exclusions","201516","Academic Year","Chinese","ONS 5+1","England","special","0","0","311"
"Permanent exclusions","201516","Academic Year","Chinese","ONS 5+1","England","State-funded primary","0.006317918","1","15828"
"Permanent exclusions","201516","Academic Year","Chinese","ONS 5+1","England","State-funded secondary","0.015667842","2","12765"
"Permanent exclusions","201516","Academic Year","Chinese","ONS 5+1","England","Total","0.010379186","3","28904"
"Permanent exclusions","201516","Academic Year","Gypsy/Roma","ONS 18+1","England","special","0","0","327"
"Permanent exclusions","201516","Academic Year","Gypsy/Roma","ONS 18+1","England","State-funded primary","0.076167263","10","13129"
"Permanent exclusions","201516","Academic Year","Gypsy/Roma","ONS 18+1","England","State-funded secondary","0.827285922","57","6890"
"Permanent exclusions","201516","Academic Year","Gypsy/Roma","ONS 18+1","England","Total","0.329303057","67","20346"
"Permanent exclusions","201516","Academic Year","Indian","ONS 18+1","England","special","0","0","1746"
"Permanent exclusions","201516","Academic Year","Indian","ONS 18+1","England","State-funded primary","0.000963159","1","103825"
"Permanent exclusions","201516","Academic Year","Indian","ONS 18+1","England","State-funded secondary","0.033068783","30","90720"
"Permanent exclusions","201516","Academic Year","Indian","ONS 18+1","England","Total","0.015792879","31","196291"
"Permanent exclusions","201516","Academic Year","Irish Traveller","ONS 18+1","England","special","0.892857143","1","112"
"Permanent exclusions","201516","Academic Year","Irish Traveller","ONS 18+1","England","State-funded primary","0.163979229","6","3659"
"Permanent exclusions","201516","Academic Year","Irish Traveller","ONS 18+1","England","State-funded secondary","1.486013986","17","1144"
"Permanent exclusions","201516","Academic Year","Irish Traveller","ONS 18+1","England","Total","0.488301119","24","4915"
"Permanent exclusions","201516","Academic Year","Mixed","ONS 5+1","England","special","0.169077588","9","5323"
"Permanent exclusions","201516","Academic Year","Mixed","ONS 5+1","England","State-funded primary","0.051188335","107","209032"
"Permanent exclusions","201516","Academic Year","Mixed","ONS 5+1","England","State-funded secondary","0.273240634","405","148221"
"Permanent exclusions","201516","Academic Year","Mixed","ONS 5+1","England","Total","0.143694012","521","362576"
"Permanent exclusions","201516","Academic Year","Mixed other","ONS 18+1","England","special","0.196174595","4","2039"
"Permanent exclusions","201516","Academic Year","Mixed other","ONS 18+1","England","State-funded primary","0.033036009","25","75675"
"Permanent exclusions","201516","Academic Year","Mixed other","ONS 18+1","England","State-funded secondary","0.225819307","119","52697"
"Permanent exclusions","201516","Academic Year","Mixed other","ONS 18+1","England","Total","0.113487359","148","130411"
"Permanent exclusions","201516","Academic Year","Mixed White/Asian","ONS 18+1","England","special","0","0","936"
