"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Value","Denominator","Numerator"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Stockton-on-Tees","Local authority","E06000004","All","60.3","24","1446.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Blackburn with Darwen","Local authority","E06000008","Boys","47.4","25","1185.88"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Blackpool","Local authority","E06000009","Boys","33.1","25","827.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Cheshire West and Chester","Local authority","E06000050","Girls","58.1","25","1453"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Trafford","Local authority","E08000009","Girls","76.2","25","1905.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Warrington","Local authority","E06000007","Girls","59","25","1476"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Barnet","Local authority","E09000003","Girls","77.4","25","1934"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Bracknell Forest","Local authority","E06000036","Boys","52.2","25","1306"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Wiltshire","Local authority","E06000054","Girls","46.5","25","1162.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Stockton-on-Tees","Local authority","E06000004","All","61.1","4","244.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Barnsley","Local authority","E08000016","Girls","61.4","25","1534.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Stockton-on-Tees","Local authority","E06000004","All","52.2","71","3703.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Stockton-on-Tees","Local authority","E06000004","All","48.1","1823","87596.25"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Stoke-on-Trent","Local authority","E06000021","All","46.3","2578","119257"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Stoke-on-Trent","Local authority","E06000021","All","48","373","17910.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Sunderland","Local authority","E08000024","Boys","52.7","24","1265.75"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","North East","Region","E12000001","Boys","66.8","24","1602.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Warrington","Local authority","E06000007","Boys","55.9","24","1340.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Wigan","Local authority","E08000010","Girls","55.8","24","1340"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Sutton","Local authority","E09000029","Boys","75.9","24","1822.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Bracknell Forest","Local authority","E06000036","Girls","51.8","24","1244"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Bracknell Forest","Local authority","E06000036","Boys","43.1","24","1033.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","East Sussex","Local authority","E10000011","Boys","31.9","24","766"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Stoke-on-Trent","Local authority","E06000021","All","44","89","3913"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Stoke-on-Trent","Local authority","E06000021","All","59.3","7","415"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Gateshead","Local authority","E08000037","Boys","57.5","23","1321.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Stoke-on-Trent","Local authority","E06000021","All","43.3","110","4766.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Stoke-on-Trent","Local authority","E06000021","All","46.2","1948","89948.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Salford","Local authority","E08000006","Girls","61","23","1402"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Suffolk","Local authority","E10000029","All","48.4","7413","359089"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Suffolk","Local authority","E10000029","All","56.1","114","6398"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Suffolk","Local authority","E10000029","All","45.8","71","3252.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","York","Local authority","E06000014","Girls","65.7","23","1510"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Suffolk","Local authority","E10000029","All","62.6","6","375.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Northumberland","Local authority","E06000057","Boys","52.9","22","1164"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Sunderland","Local authority","E08000024","Girls","57.6","22","1267"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Cheshire West and Chester","Local authority","E06000050","Boys","51.2","22","1125.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Liverpool","Local authority","E08000012","Boys","58.7","22","1292.25"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Bromley","Local authority","E09000006","Boys","72.2","22","1588.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Isle of Wight","Local authority","E06000046","Boys","48.1","22","1058.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Portsmouth","Local authority","E06000044","Boys","36.6","22","804.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","North Somerset","Local authority","E06000024","Boys","63.9","22","1406.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","South Gloucestershire","Local authority","E06000025","Girls","56","22","1233"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Suffolk","Local authority","E10000029","All","48.6","339","16470.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","North Tyneside","Local authority","E08000022","Girls","47.6","21","999"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","North Tyneside","Local authority","E08000022","Boys","45.8","21","962.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Northumberland","Local authority","E06000057","Girls","55.6","21","1168.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Lancashire","Local authority","E10000017","Girls","48","21","1009"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Sefton","Local authority","E08000014","Girls","70.7","21","1484"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Suffolk","Local authority","E10000029","All","48.4","6674","323195.5"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Sunderland","Local authority","E08000024","All","48.1","2798","134549.75"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Sutton","Local authority","E09000029","Girls","79.5","21","1669"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Brighton and Hove","Local authority","E06000043","Boys","43.1","21","905.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Sunderland","Local authority","E08000024","All","53.3","107","5699.75"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Birmingham","Local authority","E08000025","Boys","60.6","21","1273.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Rotherham","Local authority","E08000018","Girls","57.1","21","1200"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Wakefield","Local authority","E08000036","Boys","41","21","861.25"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Cambridgeshire","Local authority","E10000003","Girls","74.1","20","1482.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Sunderland","Local authority","E08000024","All","49.6","18","892"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","North Tyneside","Local authority","E08000022","Boys","50.8","20","1015"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Stockport","Local authority","E08000007","Girls","50.2","20","1003.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Sunderland","Local authority","E08000024","All","73.8","4","295"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Brighton and Hove","Local authority","E06000043","Girls","44.9","20","898.75"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Hampshire","Local authority","E10000014","Girls","71.9","20","1437.75"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Surrey","Local authority","E10000030","Girls","67.2","20","1343.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Sunderland","Local authority","E08000024","All","55.1","46","2532.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Sunderland","Local authority","E08000024","All","47.7","2610","124542"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Torbay","Local authority","E06000027","Boys","55.9","20","1117"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Derbyshire","Local authority","E10000007","Boys","49.9","19","949"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Surrey","Local authority","E10000030","All","53.6","10734","575617.25"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Gateshead","Local authority","E08000037","Girls","58.9","19","1119.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Northumberland","Local authority","E06000057","Girls","60.8","19","1156"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Lancashire","Local authority","E10000017","Boys","69","19","1310.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","St. Helens","Local authority","E08000013","Girls","49.2","19","935.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Surrey","Local authority","E10000030","All","57.3","706","40432"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Devon","Local authority","E10000008","Girls","65.6","19","1246"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Herefordshire, County of","Local authority","E06000019","Girls","64","19","1216.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","York","Local authority","E06000014","Girls","57.6","19","1093.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","York","Local authority","E06000014","Boys","63.9","19","1214.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Lincolnshire","Local authority","E10000019","Girls","64.8","18","1165.75"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Southwark","Local authority","E09000028","Girls","72.5","18","1305"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Darlington","Local authority","E06000005","Boys","44","18","791.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Surrey","Local authority","E10000030","All","52.1","210","10949"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Surrey","Local authority","E10000030","All","68.6","33","2265"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Manchester","Local authority","E08000003","Girls","64.9","18","1167.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Bexley","Local authority","E09000004","Girls","73.7","18","1326.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Bromley","Local authority","E09000006","Girls","78","18","1403.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Buckinghamshire","Local authority","E10000002","Boys","73.9","18","1329.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","West Berkshire","Local authority","E06000037","Girls","55.3","18","995.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Bath and North East Somerset","Local authority","E06000022","Boys","62.3","18","1120.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Surrey","Local authority","E10000030","All","55.1","598","32920.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Surrey","Local authority","E10000030","All","53.2","8905","473703.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Doncaster","Local authority","E08000017","Girls","52.4","18","944"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Leeds","Local authority","E08000035","Girls","63.7","18","1146.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Derbyshire","Local authority","E10000007","Girls","62","17","1054.5"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Sutton","Local authority","E09000029","All","61.3","2920","179105.4"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Darlington","Local authority","E06000005","Boys","55.2","17","938.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Gateshead","Local authority","E08000037","Girls","48.5","17","824.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Hartlepool","Local authority","E06000001","Girls","44.2","17","752"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Cumbria","Local authority","E10000006","Girls","62.8","17","1068"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Halton","Local authority","E06000006","Girls","58","17","986.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Lancashire","Local authority","E10000017","Girls","76.4","17","1299.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Manchester","Local authority","E08000003","Boys","56.3","17","957"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Stockport","Local authority","E08000007","Boys","48.6","17","827"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Wigan","Local authority","E08000010","Boys","43.7","17","743"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Barnet","Local authority","E09000003","Boys","76","17","1292.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Sutton","Local authority","E09000029","All","72.3","697","50402.25"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Isle of Wight","Local authority","E06000046","Girls","48.6","17","826.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Sutton","Local authority","E09000029","All","59","271","15999.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Sutton","Local authority","E09000029","All","77.6","45","3491.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Worcestershire","Local authority","E10000034","Boys","43","17","731.25"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","North East Lincolnshire","Local authority","E06000012","Boys","39.9","17","677.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Sutton","Local authority","E09000029","All","60.6","277","16787.76"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Lewisham","Local authority","E09000023","Boys","57.8","16","924"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","County Durham","Local authority","E06000047","Boys","58.9","16","942.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Hartlepool","Local authority","E06000001","Boys","47.3","16","756.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Redcar and Cleveland","Local authority","E06000003","Boys","56.8","16","908"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Blackpool","Local authority","E06000009","Boys","41.3","16","660"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Sutton","Local authority","E09000029","All","56.2","1531","86050.89"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Wigan","Local authority","E08000010","Girls","55.8","16","892.5"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Swindon","Local authority","E06000030","All","48.7","2184","106304.81"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Swindon","Local authority","E06000030","All","48.5","233","11303.01"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Devon","Local authority","E10000008","Boys","56.8","16","909"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Swindon","Local authority","E06000030","All","49.8","65","3234.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Somerset","Local authority","E10000027","Girls","53.3","16","852.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Herefordshire, County of","Local authority","E06000019","Boys","49.4","16","790"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Swindon","Local authority","E06000030","All","65.8","4","263.26"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Swindon","Local authority","E06000030","All","51.3","109","5593.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Calderdale","Local authority","E08000033","Girls","54.8","16","876"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","York","Local authority","E06000014","Boys","60.6","16","970"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Swindon","Local authority","E06000030","All","48.5","1709","82840.04"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Northamptonshire","Local authority","E10000021","Boys","77.1","15","1156"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Kensington and Chelsea","Local authority","E09000020","Girls","59.1","15","886"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Tameside","Local authority","E08000008","All","48","2668","128109.88"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","County Durham","Local authority","E06000047","Girls","57","15","855"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Gateshead","Local authority","E08000037","Boys","48.9","15","734"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Tameside","Local authority","E08000008","All","51","313","15968.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Tameside","Local authority","E08000008","All","45.5","60","2730.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Stockton-on-Tees","Local authority","E06000004","Girls","62.6","15","938.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Cumbria","Local authority","E10000006","Boys","48.7","15","730"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Halton","Local authority","E06000006","Boys","53.2","15","798.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Tameside","Local authority","E08000008","All","59","2","118"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","St. Helens","Local authority","E08000013","Boys","43.6","15","653.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Wigan","Local authority","E08000010","Boys","49.7","15","745.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Tameside","Local authority","E08000008","All","47","113","5306.88"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Bracknell Forest","Local authority","E06000036","Boys","42.9","15","643"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Hampshire","Local authority","E10000014","Boys","68.1","15","1021"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","West Berkshire","Local authority","E06000037","Boys","35.4","15","530.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","West Berkshire","Local authority","E06000037","Girls","41.2","15","618.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Tameside","Local authority","E08000008","All","47.6","2137","101710.75"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Telford and Wrekin","Local authority","E06000020","All","49.9","2051","102411.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Telford and Wrekin","Local authority","E06000020","All","55","145","7975.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Worcestershire","Local authority","E10000034","Girls","51.5","15","771.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Kingston upon Hull, City of","Local authority","E06000010","Boys","45.5","15","683"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","North Yorkshire","Local authority","E10000023","Boys","41.9","15","628.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Lincolnshire","Local authority","E10000019","Boys","66.1","14","925.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Telford and Wrekin","Local authority","E06000020","All","50.2","67","3362.25"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Southend-on-Sea","Local authority","E06000033","Boys","73.1","14","1024"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Telford and Wrekin","Local authority","E06000020","All","70.1","12","841.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Darlington","Local authority","E06000005","Girls","54.9","14","768.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","South Tyneside","Local authority","E08000023","Girls","54.9","14","768"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Telford and Wrekin","Local authority","E06000020","All","51.8","95","4917.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Telford and Wrekin","Local authority","E06000020","All","49.3","1719","84734.25"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Thurrock","Local authority","E06000034","All","48.6","1864","90681.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Windsor and Maidenhead","Local authority","E06000040","Boys","48.3","14","676.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Dorset","Local authority","E06000059","Girls","51.6","14","722.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","North Somerset","Local authority","E06000024","Girls","46.1","14","646"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Plymouth","Local authority","E06000026","Boys","57.4","14","804"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Lincolnshire","Local authority","E10000019","Girls","74.3","13","965.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Thurrock","Local authority","E06000034","All","61","73","4456.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Thurrock","Local authority","E06000034","All","52.2","182","9498.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Redcar and Cleveland","Local authority","E06000003","Girls","58.5","13","760"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Sunderland","Local authority","E08000024","Boys","49.6","13","644.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Blackburn with Darwen","Local authority","E06000008","Boys","39.6","13","514.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Blackpool","Local authority","E06000009","Girls","56.8","13","738.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Thurrock","Local authority","E06000034","All","71.5","9","643.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Thurrock","Local authority","E06000034","All","52.8","137","7229.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Thurrock","Local authority","E06000034","All","46.9","1403","65869.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Bexley","Local authority","E09000004","Boys","69.1","13","898.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Greenwich","Local authority","E09000011","Girls","63.1","13","820.5"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Torbay","Local authority","E06000027","All","51","1617","82455"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Torbay","Local authority","E06000027","All","65.1","15","976"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Torbay","Local authority","E06000027","All","31.3","3","94"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Surrey","Local authority","E10000030","Boys","70.9","13","921.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Bath and North East Somerset","Local authority","E06000022","Boys","55.2","13","717.75"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Staffordshire","Local authority","E10000028","Boys","58.1","13","755"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Kingston upon Hull, City of","Local authority","E06000010","Boys","61.5","13","799.75"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Leeds","Local authority","E08000035","Boys","64.8","13","842.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Torbay","Local authority","E06000027","All","66.8","6","400.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","North Lincolnshire","Local authority","E06000013","Girls","51.1","13","664"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Torbay","Local authority","E06000027","All","54","46","2482"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Sheffield","Local authority","E08000019","Girls","57.1","13","741.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Torbay","Local authority","E06000027","All","53.4","1389","74111.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Lincolnshire","Local authority","E10000019","Boys","52.3","12","627.5"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Tower Hamlets","Local authority","E09000030","All","50.1","3082","154446.77"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Tower Hamlets","Local authority","E09000030","All","54.8","2025","111004.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Gateshead","Local authority","E08000037","Boys","54.2","12","650"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Tower Hamlets","Local authority","E09000030","All","49.3","325","16022"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Tower Hamlets","Local authority","E09000030","All","62.3","9","561"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Tower Hamlets","Local authority","E09000030","All","50.3","140","7046.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Tower Hamlets","Local authority","E09000030","All","43.1","307","13233.63"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Trafford","Local authority","E08000009","All","59.2","3029","179408.7"
