"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Value","Denominator","Numerator"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Southend-on-Sea","Local authority","E06000033","Boys","68.9","105","7229.25"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Redcar and Cleveland","Local authority","E06000003","All","52.2","23","1200"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Merton","Local authority","E09000024","Boys","48.7","105","5110"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Merton","Local authority","E09000024","Girls","54.8","105","5750.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Milton Keynes","Local authority","E06000042","Girls","50.7","105","5328.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Worcestershire","Local authority","E10000034","Girls","55.2","105","5792.38"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Dudley","Local authority","E08000027","Boys","46.7","104","4852.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Redcar and Cleveland","Local authority","E06000003","All","47.9","1529","73230.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Warwickshire","Local authority","E10000031","Girls","53.9","104","5606.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Lincolnshire","Local authority","E10000019","Boys","52.2","103","5381.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Brent","Local authority","E09000005","Girls","55.2","103","5681.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Brighton and Hove","Local authority","E06000043","Girls","56.8","103","5852.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Cambridgeshire","Local authority","E10000003","Girls","61.2","102","6246.5"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Richmond upon Thames","Local authority","E09000027","All","57.5","1667","95775.79"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Greenwich","Local authority","E09000011","Boys","49.1","101","4964"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Walsall","Local authority","E08000030","Girls","52.9","101","5344.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Worcestershire","Local authority","E10000034","Boys","48","101","4844.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Worcestershire","Local authority","E10000034","Girls","53.5","101","5399"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Derbyshire","Local authority","E10000007","Boys","49.4","100","4943.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Islington","Local authority","E09000019","Girls","47.2","99","4670"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Middlesbrough","Local authority","E06000002","Girls","56.1","99","5558.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Buckinghamshire","Local authority","E10000002","Boys","53.3","99","5277"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Medway","Local authority","E06000035","Girls","53.1","99","5257.38"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Gloucestershire","Local authority","E10000013","Boys","59.9","99","5932"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Dudley","Local authority","E08000027","Girls","47.7","99","4726.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Walsall","Local authority","E08000030","Boys","42.4","99","4195.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Harrow","Local authority","E09000015","Boys","49.5","98","4851.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Richmond upon Thames","Local authority","E09000027","All","58.7","125","7331.38"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Coventry","Local authority","E08000026","Boys","38.5","98","3773"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Luton","Local authority","E06000032","Girls","48","97","4651.25"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Thurrock","Local authority","E06000034","Girls","55.2","97","5358.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Hackney","Local authority","E09000012","Girls","57.4","97","5569.88"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Bexley","Local authority","E09000004","Girls","56.8","97","5512.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Gloucestershire","Local authority","E10000013","Girls","69.1","97","6701"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Nottinghamshire","Local authority","E10000024","Girls","62.4","96","5991.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Westminster","Local authority","E09000033","Girls","62.2","96","5974.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Bolton","Local authority","E08000001","Boys","38.1","96","3661"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Richmond upon Thames","Local authority","E09000027","All","49.3","79","3896.25"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Barking and Dagenham","Local authority","E09000002","Boys","42.8","96","4105.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Windsor and Maidenhead","Local authority","E06000040","Girls","55.5","96","5332"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Derby","Local authority","E06000015","Boys","42.9","95","4075.75"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Richmond upon Thames","Local authority","E09000027","All","73.2","14","1024.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Richmond upon Thames","Local authority","E09000027","All","54.8","161","8826.51"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Surrey","Local authority","E10000030","Girls","54.5","94","5119"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Coventry","Local authority","E08000026","Girls","51.6","94","4853"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Southend-on-Sea","Local authority","E06000033","Girls","68.8","93","6402"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Hammersmith and Fulham","Local authority","E09000013","Girls","58.9","93","5474.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Kingston upon Thames","Local authority","E09000021","Boys","61.7","93","5738.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Medway","Local authority","E06000035","Girls","65","93","6043.03"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Haringey","Local authority","E09000014","Girls","57.2","92","5263.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Liverpool","Local authority","E08000012","Boys","43.4","92","3989.25"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Wiltshire","Local authority","E06000054","Girls","54.7","91","4974.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Richmond upon Thames","Local authority","E09000027","All","58.2","1220","70943.89"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Bedford","Local authority","E06000055","Girls","45.7","90","4109.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Hammersmith and Fulham","Local authority","E09000013","Boys","51.3","90","4616.25"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Rochdale","Local authority","E08000005","All","46.2","2519","116427.25"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Inner London","Region","E12000007","Boys","62.3","89","5547.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Middlesbrough","Local authority","E06000002","Boys","44.6","89","3971.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Liverpool","Local authority","E08000012","Girls","60.7","89","5399.25"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Kingston upon Thames","Local authority","E09000021","Girls","61.9","89","5507.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Rochdale","Local authority","E08000005","All","48.8","624","30447"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Rochdale","Local authority","E08000005","All","49.9","110","5486"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Rochdale","Local authority","E08000005","All","45.9","136","6248.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Cambridgeshire","Local authority","E10000003","Boys","54.5","88","4797.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Peterborough","Local authority","E06000031","Boys","41.3","88","3638.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Windsor and Maidenhead","Local authority","E06000040","Boys","52.4","88","4613.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","West Midlands","Region","E12000005","Girls","68.6","88","6040.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Rochdale","Local authority","E08000005","All","45.1","1598","72011.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Buckinghamshire","Local authority","E10000002","Girls","57.6","87","5013"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Rotherham","Local authority","E08000018","All","48.1","3193","153591.38"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Walsall","Local authority","E08000030","Boys","42.7","87","3714.25"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Worcestershire","Local authority","E10000034","Boys","47.7","87","4148.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Rotherham","Local authority","E08000018","All","50.6","252","12749.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Islington","Local authority","E09000019","Girls","56.1","86","4821.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Kensington and Chelsea","Local authority","E09000020","Girls","54.6","86","4693.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Westminster","Local authority","E09000033","Boys","56","86","4813.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Havering","Local authority","E09000016","Girls","59.4","86","5107.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Slough","Local authority","E06000039","Boys","50.1","86","4306"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Slough","Local authority","E06000039","Girls","60.4","86","5196.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Walsall","Local authority","E08000030","Girls","47.6","86","4090.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Liverpool","Local authority","E08000012","Girls","50.4","85","4287.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Medway","Local authority","E06000035","Boys","59.2","85","5029.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","North Yorkshire","Local authority","E10000023","Boys","55.2","85","4694.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Rotherham","Local authority","E08000018","All","47.5","55","2612.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Inner London","Region","E12000007","Girls","68.3","84","5739.13"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Wokingham","Local authority","E06000041","Boys","58.3","84","4899.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Rotherham","Local authority","E08000018","All","73.1","5","365.25"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Rotherham","Local authority","E08000018","All","47.3","80","3781"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Harrow","Local authority","E09000015","Girls","56.7","83","4707"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Lincolnshire","Local authority","E10000019","Boys","70.2","82","5756.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Southend-on-Sea","Local authority","E06000033","Boys","59.4","82","4867"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Greenwich","Local authority","E09000011","Girls","56.6","82","4638"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Richmond upon Thames","Local authority","E09000027","Boys","49.8","82","4086"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Medway","Local authority","E06000035","Boys","49.7","82","4076.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","West Midlands","Region","E12000005","Boys","61.4","82","5038.75"
