"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Age","Value","Denominator","Numerator"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Solihull","Local authority","E08000029","Boys"," 11-16","45.7","1139","52054"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Staffordshire","Local authority","E10000028","Boys"," 11-16","41.8","4093","171082.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Stoke-on-Trent","Local authority","E06000021","Boys"," 11-16","40.2","876","35183.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Telford and Wrekin","Local authority","E06000020","Boys"," 11-16","43","852","36649.88"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Walsall","Local authority","E08000030","Boys"," 11-16","39.3","1096","43119.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Warwickshire","Local authority","E10000031","Boys"," 11-16","46.7","2459","114952.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Cambridgeshire","Local authority","E10000003","Boys"," 11-16","46.6","2598","121146"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Central Bedfordshire","Local authority","E06000056","Boys"," 11-16","42.1","1245","52443.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Essex","Local authority","E10000012","Boys"," 11-16","42.7","6442","274919.14"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Hertfordshire","Local authority","E10000015","Boys"," 11-16","47.7","5240","249873.88"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Luton","Local authority","E06000032","Boys"," 11-16","36.8","406","14938.38"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Norfolk","Local authority","E10000020","Boys"," 11-16","42.6","3619","154181.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Peterborough","Local authority","E06000031","Boys"," 11-16","39.4","901","35516.13"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Hackney","Local authority","E09000012","Boys"," 11-16","50.2","327","16401.51"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Hammersmith and Fulham","Local authority","E09000013","Boys"," 11-16","56.3","303","17051"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Haringey","Local authority","E09000014","Boys"," 11-16","46","577","26546.76"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Islington","Local authority","E09000019","Boys"," 11-16","44.6","308","13733.51"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Kensington and Chelsea","Local authority","E09000020","Boys"," 11-16","55.4","194","10752.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Lambeth","Local authority","E09000022","Boys"," 11-16","45.6","315","14373.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Lewisham","Local authority","E09000023","Boys"," 11-16","42.7","317","13531.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Newham","Local authority","E09000025","Boys"," 11-16","40.7","303","12335.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Barking and Dagenham","Local authority","E09000002","Boys"," 11-16","39.8","477","19005.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Barnet","Local authority","E09000003","Boys"," 11-16","54.3","949","51530.63"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Bexley","Local authority","E09000004","Boys"," 11-16","43.5","1020","44367.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Brent","Local authority","E09000005","Boys"," 11-16","45","313","14087.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Bromley","Local authority","E09000006","Boys"," 11-16","46.2","1127","52044"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Croydon","Local authority","E09000008","Boys"," 11-16","43.7","596","26022.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Ealing","Local authority","E09000009","Boys"," 11-16","49.1","395","19391"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Enfield","Local authority","E09000010","Boys"," 11-16","42.9","923","39612.64"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Hillingdon","Local authority","E09000017","Boys"," 11-16","41.3","726","30006"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Hounslow","Local authority","E09000018","Boys"," 11-16","47.4","438","20764.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Kingston upon Thames","Local authority","E09000021","Boys"," 11-16","50.4","378","19060.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Merton","Local authority","E09000024","Boys"," 11-16","49.4","337","16649.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Redbridge","Local authority","E09000026","Boys"," 11-16","49.7","458","22775.88"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Richmond upon Thames","Local authority","E09000027","Boys"," 11-16","52.5","600","31517.39"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Sutton","Local authority","E09000029","Boys"," 11-16","50.5","826","41746.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Waltham Forest","Local authority","E09000031","Boys"," 11-16","41.6","437","18179.13"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Bracknell Forest","Local authority","E06000036","Boys"," 11-16","43.3","487","21095.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Hampshire","Local authority","E10000014","Boys"," 11-16","44.6","6050","269630.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Isle of Wight","Local authority","E06000046","Boys"," 11-16","38.9","589","22883"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Kent","Local authority","E10000016","Boys"," 11-16","43","7004","301503.38"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Medway","Local authority","E06000035","Boys"," 11-16","43.1","1240","53383.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Milton Keynes","Local authority","E06000042","Boys"," 11-16","41.4","998","41352.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Oxfordshire","Local authority","E10000025","Boys"," 11-16","45.1","2618","117952.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Portsmouth","Local authority","E06000044","Boys"," 11-16","36.2","698","25293.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Reading","Local authority","E06000038","Boys"," 11-16","47.2","331","15610.16"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Slough","Local authority","E06000039","Boys"," 11-16","42.4","231","9793.51"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","West Berkshire","Local authority","E06000037","Boys"," 11-16","46.7","813","37999.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","West Sussex","Local authority","E10000032","Boys"," 11-16","43.8","3597","157473.27"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Windsor and Maidenhead","Local authority","E06000040","Boys"," 11-16","47.6","575","27369.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Wokingham","Local authority","E06000041","Boys"," 11-16","48.6","667","32448"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","Boys"," 11-16","46.8","936","43850.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Bournemouth, Christchurch and Poole","Local authority","E06000058","Boys"," 11-16","47.9","1508","72172.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Bristol, City of","Local authority","E06000023","Boys"," 11-16","42.6","1192","50813.38"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Cornwall","Local authority","E06000052","Boys"," 11-16","43.1","2542","109590.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Devon","Local authority","E10000008","Boys"," 11-16","43.5","3276","142395.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","North Somerset","Local authority","E06000024","Boys"," 11-16","43.5","1034","45014.64"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Plymouth","Local authority","E06000026","Boys"," 11-16","40.8","1163","47420.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Somerset","Local authority","E10000027","Boys"," 11-16","42","2407","101013.53"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","South Gloucestershire","Local authority","E06000025","Boys"," 11-16","42.9","1196","51285.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Swindon","Local authority","E06000030","Boys"," 11-16","42.2","886","37379.27"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Torbay","Local authority","E06000027","Boys"," 11-16","44.4","704","31273.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Wiltshire","Local authority","E06000054","Boys"," 11-16","46.2","2247","103912.88"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","East Midlands","Region","E12000004","Boys"," 11-16","42.6","19635","836304.77"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","West Midlands","Region","E12000005","Boys"," 11-16","42.6","21535","917495.03"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","East of England","Region","E12000006","Boys"," 11-16","43.9","25788","1132170.78"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Inner London","Region","E12000007","Boys"," 11-16","47.4","3814","180612.03"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Outer London","Region","E12000007","Boys"," 11-16","46.2","11878","549356.92"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","South East","Region","E12000008","Boys"," 11-16","44.7","36281","1620183.2"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","South West","Region","E12000009","Boys"," 11-16","44.2","23782","1052037.95"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","North East","Region","E12000001","Boys"," 11-16","42.3","11923","503894.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","North West","Region","E12000002","Boys"," 11-16","42.4","30396","1288299.52"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Yorkshire and The Humber","Region","E12000003","Boys"," 11-16","43","21765","936962.01"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","43.6","206797","9017316.71"
"Average Attainment 8 score","All","ONS 2011 5+1","2018-2019","Academic Year","County Durham","Local authority","E06000047","Girls"," 11-16","47.4","2312","109600.63"
"Average Attainment 8 score","All","ONS 2011 5+1","2018-2019","Academic Year","Darlington","Local authority","E06000005","Girls"," 11-16","48","578","27748.5"
"Average Attainment 8 score","All","ONS 2011 5+1","2018-2019","Academic Year","Middlesbrough","Local authority","E06000002","Girls"," 11-16","43.7","677","29579.75"
"Average Attainment 8 score","All","ONS 2011 5+1","2018-2019","Academic Year","Newcastle upon Tyne","Local authority","E08000021","Girls"," 11-16","45.3","1149","52078.52"
"Average Attainment 8 score","All","ONS 2011 5+1","2018-2019","Academic Year","North Tyneside","Local authority","E08000022","Girls"," 11-16","48.8","969","47249.75"
"Average Attainment 8 score","All","ONS 2011 5+1","2018-2019","Academic Year","Northumberland","Local authority","E06000057","Girls"," 11-16","49","1493","73175"
"Average Attainment 8 score","All","ONS 2011 5+1","2018-2019","Academic Year","Redcar and Cleveland","Local authority","E06000003","Girls"," 11-16","46.4","763","35379.75"
"Average Attainment 8 score","All","ONS 2011 5+1","2018-2019","Academic Year","South Tyneside","Local authority","E08000023","Girls"," 11-16","46.2","747","34485.5"
"Average Attainment 8 score","All","ONS 2011 5+1","2018-2019","Academic Year","Stockton-on-Tees","Local authority","E06000004","Girls"," 11-16","48.4","1011","48971.25"
"Average Attainment 8 score","All","ONS 2011 5+1","2018-2019","Academic Year","Sunderland","Local authority","E08000024","Girls"," 11-16","45.8","1330","60905.13"
"Average Attainment 8 score","All","ONS 2011 5+1","2018-2019","Academic Year","Blackburn with Darwen","Local authority","E06000008","Girls"," 11-16","50","913","45678.8"
"Average Attainment 8 score","All","ONS 2011 5+1","2018-2019","Academic Year","Cheshire East","Local authority","E06000049","Girls"," 11-16","52.4","1840","96325.75"
"Average Attainment 8 score","All","ONS 2011 5+1","2018-2019","Academic Year","Cheshire West and Chester","Local authority","E06000050","Girls"," 11-16","49.7","1693","84183.25"
"Average Attainment 8 score","All","ONS 2011 5+1","2018-2019","Academic Year","Cumbria","Local authority","E10000006","Girls"," 11-16","48.9","2404","117475.25"
"Average Attainment 8 score","All","ONS 2011 5+1","2018-2019","Academic Year","Halton","Local authority","E06000006","Girls"," 11-16","47.4","666","31570.25"
"Average Attainment 8 score","All","ONS 2011 5+1","2018-2019","Academic Year","Knowsley","Local authority","E08000011","Girls"," 11-16","36.1","503","18178.25"
"Average Attainment 8 score","All","ONS 2011 5+1","2018-2019","Academic Year","Lancashire","Local authority","E10000017","Girls"," 11-16","49.8","5970","297111.75"
"Average Attainment 8 score","All","ONS 2011 5+1","2018-2019","Academic Year","Gateshead","Local authority","E08000037","Girls"," 11-16","49.1","930","45692.75"
"Average Attainment 8 score","All","ONS 2011 5+1","2018-2019","Academic Year","Hartlepool","Local authority","E06000001","Girls"," 11-16","46.1","473","21792.5"
"Average Attainment 8 score","All","ONS 2011 5+1","2018-2019","Academic Year","Blackpool","Local authority","E06000009","Girls"," 11-16","41.1","537","22046.25"
"Average Attainment 8 score","All","ONS 2011 5+1","2018-2019","Academic Year","Bolton","Local authority","E08000001","Girls"," 11-16","47.5","1592","75625.13"
