"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","FSM","SEN_type","SEN_grouping","Admission_type","School_characteristic","Religious_denomination","Value","Value_type","Denominator","Numerator"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","All","FSM","All","All","All","FE 14-16 Colleges","All","13","Score out of 90","15","194.5"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","All","FSM","All","All","All","Free Schools","All","45.4","Score out of 90","2775","125942.25"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","All","FSM","All","All","All","LA maintained mainstream","All","41.5","Score out of 90","24649","1022636.4"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","All","FSM","All","All","All","Sponsored Academies","All","38.9","Score out of 90","32694","1271608"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","All","FSM","All","All","All","State-funded mainstream","All","41.1","Score out of 90","102277","4198506.67"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","All","FSM","All","All","All","State-funded mainstream","Church of England","42","Score out of 90","5632","236583"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","All","FSM","All","All","All","State-funded mainstream","Hindu","57.5","Score out of 90","39","2240.75"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","All","FSM","All","All","All","State-funded mainstream","Jewish","53","Score out of 90","72","3815.75"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","All","FSM","All","All","All","State-funded mainstream","Muslim","61.5","Score out of 90","296","18216.5"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","All","FSM","All","All","All","State-funded mainstream","No religious character","40.7","Score out of 90","85396","3471561.67"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","All","FSM","All","All","All","State-funded mainstream","Other Christian faith","43.4","Score out of 90","1995","86650.75"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","All","FSM","All","All","All","State-funded mainstream","Roman catholic","42.9","Score out of 90","8777","376415.5"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","All","FSM","All","All","All","State-funded mainstream","Sikh","51.4","Score out of 90","55","2828.25"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","All","FSM","All","All","All","State-funded special schools","All","3.2","Score out of 90","5561","18041.13"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","All","FSM","All","All","All","Studio Schools","All","37.6","Score out of 90","269","10125.5"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","All","FSM","All","All","All","University Technical Colleges (UTCs)","All","40.9","Score out of 90","789","32289.5"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","All","FSM","All","All","non-selective schools in highly selective areas","State-funded mainstream","All","38","Score out of 90","6573","249695"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","All","FSM","All","All","non-selective schools in other areas","State-funded mainstream","All","40.9","Score out of 90","94449","3862373.79"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","All","FSM","All","All","selective schools","State-funded mainstream","All","69.6","Score out of 90","1240","86243.38"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","All","FSM","No SEN","All","All","All state-funded","All","44.5","Score out of 90","80205","3572632.79"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","All","FSM","SEN State EHC","All","All","All state-funded","All","11.4","Score out of 90","9171","104698.01"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","All","FSM","SEN Supp","All","All","All state-funded","All","29.2","Score out of 90","18454","539090.5"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","Academies and free schools","All","54.6","Score out of 90","355275","19389309.23"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","All state-funded","All","53.6","Score out of 90","468025","25102761.97"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","Converter Academies","All","56.4","Score out of 90","254132","14324897.96"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","FE 14-16 Colleges","All","17.3","Score out of 90","1189","20537.25"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","Free Schools","All","55.6","Score out of 90","10367","575903.01"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","LA maintained mainstream","All","53.9","Score out of 90","104649","5637517.24"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","Sponsored Academies","All","49.5","Score out of 90","87288","4323404.51"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","State-funded mainstream","All","54.3","Score out of 90","461635","25079846.22"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","State-funded mainstream","Church of England","55.3","Score out of 90","25802","1427502"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","State-funded mainstream","Hindu","66.5","Score out of 90","256","17032.75"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","State-funded mainstream","Jewish","64.6","Score out of 90","1381","89254.25"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","State-funded mainstream","Muslim","65.4","Score out of 90","1139","74480.5"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","State-funded mainstream","No religious character","54","Score out of 90","378442","20450944.09"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","State-funded mainstream","Other Christian faith","58.6","Score out of 90","8449","494819"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","State-funded mainstream","Roman catholic","55.7","Score out of 90","44592","2483161.38"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","State-funded mainstream","Sikh","57.4","Score out of 90","385","22115"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","State-funded special schools","All","3.6","Score out of 90","6390","22915.75"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","Studio Schools","All","44.8","Score out of 90","902","40434.25"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","University Technical Colleges (UTCs)","All","48.2","Score out of 90","2586","124669.5"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","All","Non-FSM","All","All","non-selective schools in highly selective areas","State-funded mainstream","All","48.9","Score out of 90","28580","1397959.75"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","All","Non-FSM","All","All","non-selective schools in other areas","State-funded mainstream","All","53.6","Score out of 90","407369","21825176.19"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","All","Non-FSM","All","All","selective schools","State-funded mainstream","All","75","Score out of 90","24497","1836173.03"
