"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","FSM","SEN_type","SEN_grouping","Admission_type","School_characteristic","Religious_denomination","Value","Value_type","Denominator","Numerator"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","selective schools","LA maintained mainstream","All","73.6","Score out of 90","1517","111678.63"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","selective schools","Sponsored Academies","All","!","Score out of 90","130","!"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","selective schools","State-funded mainstream","All","75.8","Score out of 90","12784","969250.46"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","Any SEN","All","Academies and free schools","All","37.2","Score out of 90","21464","798311.63"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","Any SEN","All","All state-funded","All","33.5","Score out of 90","31821","1066942.26"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","Any SEN","All","Converter Academies","All","39.1","Score out of 90","13846","541564.88"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","Any SEN","All","FE 14-16 Colleges","All","9","Score out of 90","4","36"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","Any SEN","All","Free Schools","All","38","Score out of 90","657","24953.5"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","Any SEN","All","LA maintained mainstream","All","37.1","Score out of 90","6999","259860.63"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","Any SEN","All","Sponsored Academies","All","33.1","Score out of 90","6675","220964.25"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","Any SEN","All","State-funded mainstream","All","37.2","Score out of 90","28492","1059427.26"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","Any SEN","All","State-funded mainstream","Church of England","36.9","Score out of 90","1708","63075"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","Any SEN","All","State-funded mainstream","Hindu","!","Score out of 90","6","!"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","Any SEN","All","State-funded mainstream","Jewish","49","Score out of 90","78","3823"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","Any SEN","All","State-funded mainstream","Muslim","43.2","Score out of 90","75","3238.25"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","Any SEN","All","State-funded mainstream","No religious character","36.9","Score out of 90","23506","867509.01"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","Any SEN","All","State-funded mainstream","Other Christian faith","40.1","Score out of 90","459","18402.75"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","Any SEN","All","State-funded mainstream","Roman catholic","38.8","Score out of 90","2645","102738.75"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","Any SEN","All","State-funded mainstream","Sikh","39.3","Score out of 90","11","432"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","Any SEN","All","State-funded special schools","All","2.3","Score out of 90","3329","7515"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","Any SEN","All","Studio Schools","All","35.3","Score out of 90","109","3845.5"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","Any SEN","All","University Technical Colleges (UTCs)","All","39.5","Score out of 90","177","6983.5"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","Any SEN","non-selective schools in highly selective areas","State-funded mainstream","All","34.8","Score out of 90","1984","69122"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","Any SEN","non-selective schools in other areas","State-funded mainstream","All","36.5","Score out of 90","25796","942296.13"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","Any SEN","selective schools","State-funded mainstream","All","67.8","Score out of 90","708","47973.13"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","No identified SEN","All","Academies and free schools","All","56.6","Score out of 90","191798","10858559.3"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","No identified SEN","All","All state-funded","All","56.5","Score out of 90","249755","14120054.64"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","No identified SEN","All","Converter Academies","All","58.7","Score out of 90","134075","7865404.42"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","No identified SEN","All","Free Schools","All","57.6","Score out of 90","5434","312866.13"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","No identified SEN","All","LA maintained mainstream","All","56.2","Score out of 90","57662","3242765.34"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","No identified SEN","All","Sponsored Academies","All","51.3","Score out of 90","51032","2618355"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","No identified SEN","All","State-funded mainstream","All","56.5","Score out of 90","249755","14120054.64"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","No identified SEN","All","State-funded mainstream","Church of England","57.3","Score out of 90","13807","791506.5"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","No identified SEN","All","State-funded mainstream","Hindu","69.8","Score out of 90","141","9842.5"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","No identified SEN","All","State-funded mainstream","Jewish","68.1","Score out of 90","696","47387.25"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","No identified SEN","All","State-funded mainstream","Muslim","67.1","Score out of 90","817","54841.5"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","No identified SEN","All","State-funded mainstream","No religious character","56.2","Score out of 90","205079","11520840.26"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","No identified SEN","All","State-funded mainstream","Other Christian faith","58.2","Score out of 90","4357","253694.5"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","No identified SEN","All","State-funded mainstream","Roman catholic","58","Score out of 90","24670","1430302.13"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","No identified SEN","All","State-funded mainstream","Sikh","61.9","Score out of 90","188","11640"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","No identified SEN","All","Studio Schools","All","47.7","Score out of 90","402","19163.25"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","No identified SEN","All","University Technical Colleges (UTCs)","All","50","Score out of 90","855","42770.5"
"Average Attainment 8 score","All","All","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","No identified SEN","non-selective schools in highly selective areas","State-funded mainstream","All","51.2","Score out of 90","15408","788563.25"
