"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Age","Value","Value_type","Denominator","Numerator"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Cumbria","Local authority","E10000006","All"," 10-11","80","%","44","35"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Darlington","Local authority","E06000005","All"," 10-11","90","%","31","28"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Derby","Local authority","E06000015","All"," 10-11","83","%","627","518"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Derbyshire","Local authority","E10000007","All"," 10-11","91","%","106","96"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Devon","Local authority","E10000008","All"," 10-11","94","%","62","58"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Doncaster","Local authority","E08000017","All"," 10-11","84","%","109","92"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Dorset","Local authority","E06000059","All"," 10-11","89","%","27","24"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Dudley","Local authority","E08000027","All"," 10-11","79","%","407","323"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Ealing","Local authority","E09000009","All"," 10-11","87","%","1251","1094"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","East Riding of Yorkshire","Local authority","E06000011","All"," 10-11","94","%","17","16"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","East Sussex","Local authority","E10000011","All"," 10-11","82","%","115","94"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Enfield","Local authority","E09000010","All"," 10-11","91","%","384","351"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Essex","Local authority","E10000012","All"," 10-11","94","%","449","424"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Gateshead","Local authority","E08000037","All"," 10-11","83","%","46","38"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Gloucestershire","Local authority","E10000013","All"," 10-11","86","%","204","176"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Greenwich","Local authority","E09000011","All"," 10-11","92","%","283","259"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Hackney","Local authority","E09000012","All"," 10-11","81","%","311","252"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Halton","Local authority","E06000006","All"," 10-11","86","%","7","6"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Hammersmith and Fulham","Local authority","E09000013","All"," 10-11","86","%","80","69"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Hampshire","Local authority","E10000014","All"," 10-11","88","%","477","422"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Haringey","Local authority","E09000014","All"," 10-11","87","%","188","163"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Harrow","Local authority","E09000015","All"," 10-11","90","%","1403","1257"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Hartlepool","Local authority","E06000001","All"," 10-11","79","%","24","19"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Havering","Local authority","E09000016","All"," 10-11","92","%","245","225"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Herefordshire, County of","Local authority","E06000019","All"," 10-11","90","%","10","9"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Hertfordshire","Local authority","E10000015","All"," 10-11","86","%","1224","1051"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Hillingdon","Local authority","E09000017","All"," 10-11","89","%","1076","963"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Hounslow","Local authority","E09000018","All"," 10-11","90","%","1082","972"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Isle of Wight","Local authority","E06000046","All"," 10-11","70","%","10","7"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Isles of Scilly","Local authority","E06000053","All"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Islington","Local authority","E09000019","All"," 10-11","84","%","151","127"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Kensington and Chelsea","Local authority","E09000020","All"," 10-11","88","%","42","37"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Kent","Local authority","E10000016","All"," 10-11","91","%","726","663"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Kingston upon Hull, City of","Local authority","E06000010","All"," 10-11","98","%","53","52"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Kingston upon Thames","Local authority","E09000021","All"," 10-11","90","%","332","299"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Kirklees","Local authority","E08000034","All"," 10-11","78","%","1509","1182"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Knowsley","Local authority","E08000011","All"," 10-11","89","%","38","34"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Lambeth","Local authority","E09000022","All"," 10-11","93","%","157","146"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Lancashire","Local authority","E10000017","All"," 10-11","78","%","1605","1246"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Leeds","Local authority","E08000035","All"," 10-11","77","%","1111","858"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Leicester","Local authority","E06000016","All"," 10-11","86","%","2021","1741"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Leicestershire","Local authority","E10000018","All"," 10-11","89","%","574","510"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Lewisham","Local authority","E09000023","All"," 10-11","96","%","205","196"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Lincolnshire","Local authority","E10000019","All"," 10-11","91","%","87","79"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Liverpool","Local authority","E08000012","All"," 10-11","84","%","236","198"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Luton","Local authority","E06000032","All"," 10-11","76","%","1528","1166"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Manchester","Local authority","E08000003","All"," 10-11","82","%","1535","1257"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Medway","Local authority","E06000035","All"," 10-11","90","%","186","167"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Merton","Local authority","E09000024","All"," 10-11","91","%","491","449"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Middlesbrough","Local authority","E06000002","All"," 10-11","82","%","197","162"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Milton Keynes","Local authority","E06000042","All"," 10-11","91","%","489","446"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Newcastle upon Tyne","Local authority","E08000021","All"," 10-11","88","%","407","358"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Newham","Local authority","E09000025","All"," 10-11","90","%","2162","1938"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Norfolk","Local authority","E10000020","All"," 10-11","90","%","143","128"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","North East Lincolnshire","Local authority","E06000012","All"," 10-11","94","%","18","17"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","North Lincolnshire","Local authority","E06000013","All"," 10-11","87","%","76","66"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","North Somerset","Local authority","E06000024","All"," 10-11","94","%","33","31"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","North Tyneside","Local authority","E08000022","All"," 10-11","86","%","58","50"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","North Yorkshire","Local authority","E10000023","All"," 10-11","86","%","84","72"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Northamptonshire","Local authority","E10000021","All"," 10-11","83","%","445","370"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Northumberland","Local authority","E06000057","All"," 10-11","89","%","57","51"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Nottingham","Local authority","E06000018","All"," 10-11","85","%","582","496"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Nottinghamshire","Local authority","E10000024","All"," 10-11","86","%","287","247"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Oldham","Local authority","E08000004","All"," 10-11","79","%","1167","923"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Oxfordshire","Local authority","E10000025","All"," 10-11","79","%","466","368"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Peterborough","Local authority","E06000031","All"," 10-11","77","%","568","438"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Plymouth","Local authority","E06000026","All"," 10-11","93","%","27","25"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Portsmouth","Local authority","E06000044","All"," 10-11","83","%","120","99"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Reading","Local authority","E06000038","All"," 10-11","87","%","380","331"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Redbridge","Local authority","E09000026","All"," 10-11","89","%","2179","1934"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Redcar and Cleveland","Local authority","E06000003","All"," 10-11","80","%","10","8"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Richmond upon Thames","Local authority","E09000027","All"," 10-11","93","%","208","194"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Rochdale","Local authority","E08000005","All"," 10-11","75","%","790","592"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Rotherham","Local authority","E08000018","All"," 10-11","67","%","264","176"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Rutland","Local authority","E06000017","All"," 10-11","100","%","5","5"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Salford","Local authority","E08000006","All"," 10-11","87","%","102","89"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Sandwell","Local authority","E08000028","All"," 10-11","85","%","1395","1189"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Sefton","Local authority","E08000014","All"," 10-11","93","%","30","28"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Sheffield","Local authority","E08000019","All"," 10-11","81","%","784","636"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Shropshire","Local authority","E06000051","All"," 10-11","88","%","24","21"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Slough","Local authority","E06000039","All"," 10-11","91","%","1136","1029"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Solihull","Local authority","E08000029","All"," 10-11","89","%","343","306"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Somerset","Local authority","E10000027","All"," 10-11","86","%","80","69"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","South Gloucestershire","Local authority","E06000025","All"," 10-11","88","%","104","92"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","South Tyneside","Local authority","E08000023","All"," 10-11","82","%","57","47"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Southampton","Local authority","E06000045","All"," 10-11","80","%","371","297"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Southend-on-Sea","Local authority","E06000033","All"," 10-11","92","%","141","130"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Southwark","Local authority","E09000028","All"," 10-11","84","%","180","151"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","St. Helens","Local authority","E08000013","All"," 10-11","95","%","20","19"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Staffordshire","Local authority","E10000028","All"," 10-11","81","%","443","361"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Stockport","Local authority","E08000007","All"," 10-11","87","%","252","218"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Stockton-on-Tees","Local authority","E06000004","All"," 10-11","85","%","137","116"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Stoke-on-Trent","Local authority","E06000021","All"," 10-11","77","%","503","387"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Suffolk","Local authority","E10000029","All"," 10-11","88","%","146","128"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Sunderland","Local authority","E08000024","All"," 10-11","88","%","132","116"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Surrey","Local authority","E10000030","All"," 10-11","87","%","870","758"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Sutton","Local authority","E09000029","All"," 10-11","94","%","424","397"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Swindon","Local authority","E06000030","All"," 10-11","83","%","345","285"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Tameside","Local authority","E08000008","All"," 10-11","85","%","312","264"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Telford and Wrekin","Local authority","E06000020","All"," 10-11","82","%","149","122"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Thurrock","Local authority","E06000034","All"," 10-11","92","%","135","124"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Torbay","Local authority","E06000027","All"," 10-11","96","%","25","24"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Tower Hamlets","Local authority","E09000030","All"," 10-11","87","%","2171","1894"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Trafford","Local authority","E08000009","All"," 10-11","92","%","445","410"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Wakefield","Local authority","E08000036","All"," 10-11","77","%","165","127"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Walsall","Local authority","E08000030","All"," 10-11","82","%","941","775"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Waltham Forest","Local authority","E09000031","All"," 10-11","88","%","869","762"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Wandsworth","Local authority","E09000032","All"," 10-11","87","%","442","385"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Warrington","Local authority","E06000007","All"," 10-11","92","%","88","81"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Warwickshire","Local authority","E10000031","All"," 10-11","88","%","382","337"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","West Berkshire","Local authority","E06000037","All"," 10-11","83","%","54","45"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","West Sussex","Local authority","E10000032","All"," 10-11","83","%","435","359"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Westminster","Local authority","E09000033","All"," 10-11","81","%","191","155"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Wigan","Local authority","E08000010","All"," 10-11","79","%","43","34"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Wiltshire","Local authority","E06000054","All"," 10-11","94","%","66","62"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Windsor and Maidenhead","Local authority","E06000040","All"," 10-11","80","%","255","203"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Wirral","Local authority","E08000015","All"," 10-11","89","%","90","80"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Wokingham","Local authority","E06000041","All"," 10-11","93","%","308","286"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Wolverhampton","Local authority","E08000031","All"," 10-11","83","%","781","650"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Worcestershire","Local authority","E10000034","All"," 10-11","80","%","252","202"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","York","Local authority","E06000014","All"," 10-11","93","%","41","38"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Barking and Dagenham","Local authority","E09000002","Boys"," 10-11","89","%","383","339"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Barnet","Local authority","E09000003","Boys"," 10-11","90","%","227","204"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Barnsley","Local authority","E08000016","Boys"," 10-11","100","%","9","9"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","Boys"," 10-11","83","%","12","10"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Bedford","Local authority","E06000055","Boys"," 10-11","71","%","161","115"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Bexley","Local authority","E09000004","Boys"," 10-11","94","%","139","130"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Birmingham","Local authority","E08000025","Boys"," 10-11","79","%","3168","2513"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Blackburn with Darwen","Local authority","E06000008","Boys"," 10-11","85","%","486","414"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Blackpool","Local authority","E06000009","Boys"," 10-11","92","%","13","12"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Bolton","Local authority","E08000001","Boys"," 10-11","82","%","493","403"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Bournemouth, Christchurch and Poole","Local authority","E06000058","Boys"," 10-11","92","%","61","56"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Bracknell Forest","Local authority","E06000036","Boys"," 10-11","89","%","38","34"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Bradford","Local authority","E08000032","Boys"," 10-11","82","%","1732","1422"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Brent","Local authority","E09000005","Boys"," 10-11","87","%","570","496"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Brighton and Hove","Local authority","E06000043","Boys"," 10-11","85","%","46","39"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Bristol, City of","Local authority","E06000023","Boys"," 10-11","79","%","209","165"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Bromley","Local authority","E09000006","Boys"," 10-11","94","%","111","104"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Buckinghamshire","Local authority","E10000002","Boys"," 10-11","82","%","529","434"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Bury","Local authority","E08000002","Boys"," 10-11","78","%","194","152"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Calderdale","Local authority","E08000033","Boys"," 10-11","83","%","258","213"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Cambridgeshire","Local authority","E10000003","Boys"," 10-11","88","%","144","126"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Camden","Local authority","E09000007","Boys"," 10-11","81","%","163","132"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Central Bedfordshire","Local authority","E06000056","Boys"," 10-11","84","%","37","31"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Cheshire East","Local authority","E06000049","Boys"," 10-11","83","%","48","40"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Cheshire West and Chester","Local authority","E06000050","Boys"," 10-11","81","%","27","22"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","City of London","Local authority","E09000001","Boys"," 10-11","100","%","8","8"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Cornwall","Local authority","E06000052","Boys"," 10-11","67","%","6","4"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","County Durham","Local authority","E06000047","Boys"," 10-11","88","%","16","14"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Coventry","Local authority","E08000026","Boys"," 10-11","80","%","477","382"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Croydon","Local authority","E09000008","Boys"," 10-11","89","%","340","303"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Cumbria","Local authority","E10000006","Boys"," 10-11","81","%","27","22"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Darlington","Local authority","E06000005","Boys"," 10-11","94","%","16","15"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Derby","Local authority","E06000015","Boys"," 10-11","83","%","308","255"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Derbyshire","Local authority","E10000007","Boys"," 10-11","92","%","51","47"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Devon","Local authority","E10000008","Boys"," 10-11","97","%","33","32"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Doncaster","Local authority","E08000017","Boys"," 10-11","84","%","63","53"
