"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Age","Value","Value_type","Denominator","Numerator"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Somerset","Local authority","E10000027","Boys"," 10-11","74","%","2801","2073"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","South Gloucestershire","Local authority","E06000025","Boys"," 10-11","78","%","1493","1168"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","South Tyneside","Local authority","E08000023","Boys"," 10-11","79","%","748","593"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Southampton","Local authority","E06000045","Boys"," 10-11","75","%","1094","823"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Southend-on-Sea","Local authority","E06000033","Boys"," 10-11","78","%","937","728"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Southwark","Local authority","E09000028","Boys"," 10-11","82","%","460","378"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","St. Helens","Local authority","E08000013","Boys"," 10-11","78","%","1078","840"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Staffordshire","Local authority","E10000028","Boys"," 10-11","78","%","4456","3493"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Stockport","Local authority","E08000007","Boys"," 10-11","81","%","1477","1189"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Stockton-on-Tees","Local authority","E06000004","Boys"," 10-11","81","%","1103","898"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Stoke-on-Trent","Local authority","E06000021","Boys"," 10-11","72","%","1242","897"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Suffolk","Local authority","E10000029","Boys"," 10-11","77","%","3610","2784"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Sunderland","Local authority","E08000024","Boys"," 10-11","78","%","1537","1206"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Surrey","Local authority","E10000030","Boys"," 10-11","83","%","5249","4331"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Sutton","Local authority","E09000029","Boys"," 10-11","81","%","760","619"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Swindon","Local authority","E06000030","Boys"," 10-11","76","%","1113","842"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Tameside","Local authority","E08000008","Boys"," 10-11","77","%","1239","955"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Telford and Wrekin","Local authority","E06000020","Boys"," 10-11","79","%","967","765"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Thurrock","Local authority","E06000034","Boys"," 10-11","79","%","864","683"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Torbay","Local authority","E06000027","Boys"," 10-11","77","%","685","525"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Tower Hamlets","Local authority","E09000030","Boys"," 10-11","79","%","228","180"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Trafford","Local authority","E08000009","Boys"," 10-11","85","%","1035","880"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Wakefield","Local authority","E08000036","Boys"," 10-11","76","%","1827","1390"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Walsall","Local authority","E08000030","Boys"," 10-11","75","%","1187","889"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Waltham Forest","Local authority","E09000031","Boys"," 10-11","82","%","622","513"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Wandsworth","Local authority","E09000032","Boys"," 10-11","86","%","491","424"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Warrington","Local authority","E06000007","Boys"," 10-11","84","%","1206","1008"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Warwickshire","Local authority","E10000031","Boys"," 10-11","77","%","2785","2146"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","West Berkshire","Local authority","E06000037","Boys"," 10-11","76","%","911","691"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","West Sussex","Local authority","E10000032","Boys"," 10-11","77","%","4143","3186"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Westminster","Local authority","E09000033","Boys"," 10-11","89","%","197","176"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Wigan","Local authority","E08000010","Boys"," 10-11","78","%","1861","1457"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Wiltshire","Local authority","E06000054","Boys"," 10-11","77","%","2478","1916"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Windsor and Maidenhead","Local authority","E06000040","Boys"," 10-11","77","%","569","438"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Wirral","Local authority","E08000015","Boys"," 10-11","75","%","1735","1300"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Wokingham","Local authority","E06000041","Boys"," 10-11","82","%","816","672"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Wolverhampton","Local authority","E08000031","Boys"," 10-11","75","%","903","676"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Worcestershire","Local authority","E10000034","Boys"," 10-11","76","%","2867","2178"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","York","Local authority","E06000014","Boys"," 10-11","82","%","959","786"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Barking and Dagenham","Local authority","E09000002","Girls"," 10-11","77","%","631","484"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Barnet","Local authority","E09000003","Girls"," 10-11","87","%","1127","984"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Barnsley","Local authority","E08000016","Girls"," 10-11","82","%","1298","1061"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","Girls"," 10-11","79","%","815","647"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Bedford","Local authority","E06000055","Girls"," 10-11","71","%","694","492"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Bexley","Local authority","E09000004","Girls"," 10-11","78","%","1051","815"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Birmingham","Local authority","E08000025","Girls"," 10-11","77","%","2701","2076"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Blackburn with Darwen","Local authority","E06000008","Girls"," 10-11","80","%","517","416"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Blackpool","Local authority","E06000009","Girls"," 10-11","84","%","767","643"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Bolton","Local authority","E08000001","Girls"," 10-11","80","%","1167","936"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Bournemouth, Christchurch and Poole","Local authority","E06000058","Girls"," 10-11","81","%","1636","1318"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Bracknell Forest","Local authority","E06000036","Girls"," 10-11","79","%","578","458"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Bradford","Local authority","E08000032","Girls"," 10-11","74","%","1873","1388"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Brent","Local authority","E09000005","Girls"," 10-11","85","%","440","375"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Brighton and Hove","Local authority","E06000043","Girls"," 10-11","75","%","1040","785"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Bristol, City of","Local authority","E06000023","Girls"," 10-11","80","%","1688","1348"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Bromley","Local authority","E09000006","Girls"," 10-11","86","%","1262","1080"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Buckinghamshire","Local authority","E10000002","Girls"," 10-11","78","%","2164","1691"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Bury","Local authority","E08000002","Girls"," 10-11","80","%","896","713"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Calderdale","Local authority","E08000033","Girls"," 10-11","80","%","1054","841"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Cambridgeshire","Local authority","E10000003","Girls"," 10-11","76","%","2916","2225"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Camden","Local authority","E09000007","Girls"," 10-11","85","%","302","257"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Central Bedfordshire","Local authority","E06000056","Girls"," 10-11","77","%","1437","1100"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Cheshire East","Local authority","E06000049","Girls"," 10-11","80","%","1879","1499"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Cheshire West and Chester","Local authority","E06000050","Girls"," 10-11","77","%","1847","1427"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","City of London","Local authority","E09000001","Girls"," 10-11","100","%","4","4"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Cornwall","Local authority","E06000052","Girls"," 10-11","76","%","2716","2052"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","County Durham","Local authority","E06000047","Girls"," 10-11","80","%","2759","2200"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Coventry","Local authority","E08000026","Girls"," 10-11","76","%","1224","934"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Croydon","Local authority","E09000008","Girls"," 10-11","81","%","822","664"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Cumbria","Local authority","E10000006","Girls"," 10-11","78","%","2397","1865"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Darlington","Local authority","E06000005","Girls"," 10-11","85","%","586","501"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Derby","Local authority","E06000015","Girls"," 10-11","73","%","1056","769"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Derbyshire","Local authority","E10000007","Girls"," 10-11","80","%","3994","3199"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Devon","Local authority","E10000008","Girls"," 10-11","77","%","3667","2824"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Doncaster","Local authority","E08000017","Girls"," 10-11","79","%","1684","1327"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Dorset","Local authority","E06000059","Girls"," 10-11","76","%","1842","1401"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Dudley","Local authority","E08000027","Girls"," 10-11","75","%","1420","1061"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Ealing","Local authority","E09000009","Girls"," 10-11","86","%","622","538"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","East Riding of Yorkshire","Local authority","E06000011","Girls"," 10-11","79","%","1738","1367"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","East Sussex","Local authority","E10000011","Girls"," 10-11","75","%","2405","1797"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Enfield","Local authority","E09000010","Girls"," 10-11","81","%","1080","873"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Essex","Local authority","E10000012","Girls"," 10-11","80","%","7036","5599"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Gateshead","Local authority","E08000037","Girls"," 10-11","82","%","933","766"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Gloucestershire","Local authority","E10000013","Girls"," 10-11","78","%","3009","2340"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Greenwich","Local authority","E09000011","Girls"," 10-11","80","%","668","535"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Hackney","Local authority","E09000012","Girls"," 10-11","81","%","442","358"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Halton","Local authority","E06000006","Girls"," 10-11","76","%","757","573"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Hammersmith and Fulham","Local authority","E09000013","Girls"," 10-11","89","%","243","216"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Hampshire","Local authority","E10000014","Girls"," 10-11","80","%","6571","5252"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Haringey","Local authority","E09000014","Girls"," 10-11","83","%","765","635"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Harrow","Local authority","E09000015","Girls"," 10-11","86","%","407","351"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Hartlepool","Local authority","E06000001","Girls"," 10-11","81","%","548","445"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Havering","Local authority","E09000016","Girls"," 10-11","84","%","1035","866"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Herefordshire, County of","Local authority","E06000019","Girls"," 10-11","81","%","858","692"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Hertfordshire","Local authority","E10000015","Girls"," 10-11","80","%","5369","4284"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Hillingdon","Local authority","E09000017","Girls"," 10-11","81","%","747","606"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Hounslow","Local authority","E09000018","Girls"," 10-11","82","%","556","454"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Isle of Wight","Local authority","E06000046","Girls"," 10-11","75","%","571","431"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Isles of Scilly","Local authority","E06000053","Girls"," 10-11","33","%","9","3"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Islington","Local authority","E09000019","Girls"," 10-11","84","%","431","361"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Kensington and Chelsea","Local authority","E09000020","Girls"," 10-11","93","%","170","158"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Kent","Local authority","E10000016","Girls"," 10-11","79","%","7537","5923"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Kingston upon Hull, City of","Local authority","E06000010","Girls"," 10-11","82","%","1394","1141"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Kingston upon Thames","Local authority","E09000021","Girls"," 10-11","81","%","559","452"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Kirklees","Local authority","E08000034","Girls"," 10-11","80","%","1734","1383"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Knowsley","Local authority","E08000011","Girls"," 10-11","78","%","845","659"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Lambeth","Local authority","E09000022","Girls"," 10-11","83","%","450","374"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Lancashire","Local authority","E10000017","Girls"," 10-11","79","%","5710","4501"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Leeds","Local authority","E08000035","Girls"," 10-11","78","%","3165","2471"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Leicester","Local authority","E06000016","Girls"," 10-11","74","%","839","624"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Leicestershire","Local authority","E10000018","Girls"," 10-11","80","%","3147","2502"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Lewisham","Local authority","E09000023","Girls"," 10-11","83","%","563","467"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Lincolnshire","Local authority","E10000019","Girls"," 10-11","75","%","3764","2841"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Liverpool","Local authority","E08000012","Girls"," 10-11","75","%","2055","1545"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Luton","Local authority","E06000032","Girls"," 10-11","76","%","483","367"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Manchester","Local authority","E08000003","Girls"," 10-11","76","%","1375","1044"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Medway","Local authority","E06000035","Girls"," 10-11","77","%","1298","999"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Merton","Local authority","E09000024","Girls"," 10-11","83","%","558","461"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Middlesbrough","Local authority","E06000002","Girls"," 10-11","81","%","711","573"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Milton Keynes","Local authority","E06000042","Girls"," 10-11","79","%","1118","887"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Newcastle upon Tyne","Local authority","E08000021","Girls"," 10-11","82","%","1008","825"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Newham","Local authority","E09000025","Girls"," 10-11","86","%","404","348"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Norfolk","Local authority","E10000020","Girls"," 10-11","75","%","4161","3104"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","North East Lincolnshire","Local authority","E06000012","Girls"," 10-11","81","%","863","700"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","North Lincolnshire","Local authority","E06000013","Girls"," 10-11","82","%","870","711"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","North Somerset","Local authority","E06000024","Girls"," 10-11","79","%","1060","838"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","North Tyneside","Local authority","E08000022","Girls"," 10-11","80","%","1101","883"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","North Yorkshire","Local authority","E10000023","Girls"," 10-11","77","%","2893","2222"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Northamptonshire","Local authority","E10000021","Girls"," 10-11","74","%","3772","2808"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Northumberland","Local authority","E06000057","Girls"," 10-11","79","%","1682","1326"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Nottingham","Local authority","E06000018","Girls"," 10-11","79","%","945","744"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Nottinghamshire","Local authority","E10000024","Girls"," 10-11","79","%","4099","3230"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Oldham","Local authority","E08000004","Girls"," 10-11","79","%","949","751"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Oxfordshire","Local authority","E10000025","Girls"," 10-11","81","%","2993","2411"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Peterborough","Local authority","E06000031","Girls"," 10-11","72","%","984","710"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Plymouth","Local authority","E06000026","Girls"," 10-11","78","%","1331","1036"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Portsmouth","Local authority","E06000044","Girls"," 10-11","74","%","906","666"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Reading","Local authority","E06000038","Girls"," 10-11","76","%","495","376"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Redbridge","Local authority","E09000026","Girls"," 10-11","81","%","482","389"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Redcar and Cleveland","Local authority","E06000003","Girls"," 10-11","85","%","762","651"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Richmond upon Thames","Local authority","E09000027","Girls"," 10-11","91","%","844","770"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Rochdale","Local authority","E08000005","Girls"," 10-11","77","%","914","707"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Rotherham","Local authority","E08000018","Girls"," 10-11","77","%","1381","1063"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Rutland","Local authority","E06000017","Girls"," 10-11","82","%","179","147"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Salford","Local authority","E08000006","Girls"," 10-11","78","%","1122","878"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Sandwell","Local authority","E08000028","Girls"," 10-11","76","%","1129","857"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Sefton","Local authority","E08000014","Girls"," 10-11","78","%","1362","1068"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Sheffield","Local authority","E08000019","Girls"," 10-11","78","%","2070","1623"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Shropshire","Local authority","E06000051","Girls"," 10-11","79","%","1482","1175"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Slough","Local authority","E06000039","Girls"," 10-11","76","%","338","257"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Solihull","Local authority","E08000029","Girls"," 10-11","83","%","937","780"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Somerset","Local authority","E10000027","Girls"," 10-11","75","%","2736","2042"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","South Gloucestershire","Local authority","E06000025","Girls"," 10-11","79","%","1433","1138"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","South Tyneside","Local authority","E08000023","Girls"," 10-11","80","%","790","635"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Southampton","Local authority","E06000045","Girls"," 10-11","78","%","1009","790"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Southend-on-Sea","Local authority","E06000033","Girls"," 10-11","80","%","854","686"
"Percentage of pupils reaching the expected standard in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","Southwark","Local authority","E09000028","Girls"," 10-11","84","%","465","389"
